txn_id,customer_id,txn_date,txn_amount,txn_type,merchant_category,txn_channel,city,is_declined,city_tier
TXN000068052,CUST0027681,2026-10-30,7131.36,debit,healthcare,card,Bengaluru,0,tier1
TXN000068053,CUST0002230,2026-06-12,737.44,credit,groceries,UPI,Chennai,0,tier1
TXN000068054,CUST0012049,2025-03-17,332.12,debit,healthcare,UPI,Bhopal,0,tier2
TXN000068055,CUST0015931,2024-07-08,252.86,debit,healthcare,UPI,Hyderabad,0,tier1
TXN000068056,CUST0023837,2024-06-22,703.87,debit,fuel,UPI,Jaipur,0,tier2
TXN000068057,CUST0014634,2024-04-01,1152.38,debit,entertainment,card,Lucknow,0,tier2
TXN000068058,CUST0015162,2026-07-05,826.48,credit,fuel,UPI,Kolkata,0,tier1
TXN000068059,CUST0008423,2025-01-04,343.58,debit,travel,UPI,Patna,0,tier2
TXN000068060,CUST0017628,2027-02-01,3610.42,debit,fashion,UPI,Kochi,0,tier2
TXN000068061,CUST0004377,2027-05-23,1540.3,debit,groceries,card,Bengaluru,0,tier1
TXN000068062,CUST0028017,2025-07-27,1194.01,debit,fuel,UPI,Pune,0,tier1
TXN000068063,CUST0029799,2026-04-10,546.54,debit,healthcare,UPI,Bengaluru,0,tier1
TXN000068064,CUST0009898,2025-02-04,262.22,credit,utilities,card,Bengaluru,0,tier1
TXN000068065,CUST0025534,2025-02-20,55.74,debit,fuel,card,Kolkata,1,tier1
TXN000068066,CUST0018587,2026-03-10,1643.13,debit,healthcare,card,Jaipur,0,tier2
TXN000068067,CUST0013787,2024-01-07,409.68,debit,travel,UPI,Indore,0,tier2
TXN000068068,CUST0023271,2025-02-11,747.24,debit,groceries,UPI,Vadodara,0,tier2
TXN000068069,CUST0027341,2026-10-18,5548.48,debit,healthcare,UPI,Pune,0,tier1
TXN000068070,CUST0008170,2027-03-23,63.25,debit,electronics,card,Chennai,0,tier1
TXN000068071,CUST0027427,2025-09-15,985.7,debit,electronics,UPI,Kolkata,0,tier1
TXN000068072,CUST0011413,2027-06-24,694.3,debit,dining,UPI,Kolkata,0,tier1
TXN000068073,CUST0008080,2024-07-08,459.85,credit,fashion,UPI,Kolkata,0,tier1
TXN000068074,CUST0016133,2026-08-31,833.39,credit,healthcare,card,Mumbai,0,tier1
TXN000068075,CUST0024515,2026-07-30,11732.76,debit,education,UPI,Bengaluru,0,tier1
TXN000068076,CUST0005055,2026-06-13,673.72,debit,fashion,card,Surat,0,tier2
TXN000068077,CUST0021462,2025-01-29,3326.72,credit,electronics,card,Delhi,0,tier1
TXN000068078,CUST0003569,2026-02-24,304.67,refund,travel,card,Mumbai,0,tier1
TXN000068079,CUST0002140,2026-04-07,1361.01,debit,healthcare,UPI,Kochi,1,tier2
TXN000068080,CUST0018261,2024-07-24,236.95,debit,fuel,UPI,Kolkata,0,tier1
TXN000068081,CUST0007681,2024-11-09,1014.76,debit,utilities,card,Mumbai,0,tier1
TXN000068082,CUST0008451,2025-09-02,680.96,debit,healthcare,card,Ahmedabad,0,tier2
TXN000068083,CUST0016005,2027-01-24,1333.16,debit,groceries,UPI,Bengaluru,0,tier1
TXN000068084,CUST0014940,2025-11-26,1530.41,refund,electronics,UPI,Pune,0,tier1
TXN000068085,CUST0013451,2025-07-03,569.84,debit,fuel,card,Kochi,1,tier2
TXN000068086,CUST0003503,2026-04-10,1557.26,debit,utilities,UPI,Kolkata,0,tier1
TXN000068087,CUST0023234,2025-04-12,598.16,debit,groceries,UPI,Hyderabad,0,tier1
TXN000068088,CUST0027101,2026-12-26,431.03,debit,fuel,UPI,Hyderabad,0,tier1
TXN000068089,CUST0009356,2025-08-22,908.96,debit,healthcare,UPI,Indore,1,tier2
TXN000068090,CUST0013554,2026-06-17,2676.63,debit,dining,card,Kolkata,0,tier1
TXN000068091,CUST0025392,2025-11-20,1443.22,debit,electronics,UPI,Chennai,0,tier1
TXN000068092,CUST0009394,2024-03-07,974.56,debit,fashion,card,Delhi,1,tier1
TXN000068093,CUST0005512,2026-02-09,1706.47,debit,education,UPI,Kolkata,0,tier1
TXN000068094,CUST0013862,2026-05-08,497.46,debit,utilities,card,Nagpur,0,tier2
TXN000068095,CUST0023722,2026-05-22,1195.06,debit,groceries,UPI,Hyderabad,0,tier1
TXN000068096,CUST0019630,2024-10-31,3098.98,debit,electronics,card,Coimbatore,0,tier2
TXN000068097,CUST0006549,2026-12-29,1174.72,refund,education,card,Ahmedabad,0,tier2
TXN000068098,CUST0005930,2026-12-24,574.83,debit,healthcare,UPI,Hyderabad,0,tier1
TXN000068099,CUST0021583,2025-07-06,6371.93,debit,fuel,UPI,Jaipur,0,tier2
TXN000068100,CUST0008626,2026-04-08,1049.96,debit,healthcare,card,Delhi,0,tier1
TXN000068101,CUST0015025,2025-06-30,2401.57,debit,travel,UPI,Mumbai,0,tier1
TXN000068102,CUST0017611,2025-05-19,12683.98,debit,electronics,UPI,Mumbai,0,tier1
TXN000068103,CUST0022067,2025-04-16,1411.37,debit,entertainment,UPI,Pune,0,tier1
TXN000068104,CUST0018772,2025-10-29,4345.7,credit,healthcare,card,Pune,0,tier1
TXN000068105,CUST0005650,2026-01-16,2151.55,debit,electronics,UPI,Vadodara,0,tier2
TXN000068106,CUST0002772,2025-11-16,6221.07,debit,entertainment,card,Bengaluru,0,tier1
TXN000068107,CUST0014065,2026-03-26,1907.85,debit,healthcare,UPI,Hyderabad,0,tier1
TXN000068108,CUST0015792,2027-03-30,2569.09,refund,healthcare,UPI,Indore,0,tier2
TXN000068109,CUST0016783,2026-05-31,2437.08,debit,groceries,card,Coimbatore,0,tier2
TXN000068110,CUST0026235,2025-10-18,787.25,debit,travel,UPI,Coimbatore,0,tier2
TXN000068111,CUST0029760,2026-10-07,2658.79,debit,utilities,card,Kolkata,0,tier1
TXN000068112,CUST0022162,2027-04-12,143.3,debit,electronics,UPI,Bengaluru,0,tier1
TXN000068113,CUST0020335,2026-10-30,441.56,debit,healthcare,UPI,Surat,0,tier2
TXN000068114,CUST0028806,2025-12-01,376.76,credit,healthcare,UPI,Pune,0,tier1
TXN000068115,CUST0005121,2024-05-02,2525.46,debit,healthcare,UPI,Surat,0,tier2
TXN000068116,CUST0022850,2027-04-20,2610.3,debit,travel,UPI,Chennai,0,tier1
TXN000068117,CUST0029127,2025-06-28,465.99,credit,travel,UPI,Jaipur,0,tier2
TXN000068118,CUST0000796,2026-04-07,4291.9,debit,electronics,card,Mumbai,0,tier1
TXN000068119,CUST0002772,2026-01-08,5691.87,debit,entertainment,UPI,Bengaluru,0,tier1
TXN000068120,CUST0026095,2026-01-05,137.48,debit,electronics,card,Chennai,0,tier1
TXN000068121,CUST0000525,2024-04-22,685.67,debit,fashion,UPI,Kochi,0,tier2
TXN000068122,CUST0012014,2026-02-23,2891.94,credit,education,card,Pune,0,tier1
TXN000068123,CUST0021105,2027-04-21,1993.09,credit,fuel,card,Ahmedabad,0,tier2
TXN000068124,CUST0008673,2027-01-06,1261.87,debit,education,UPI,Delhi,0,tier1
TXN000068125,CUST0017447,2025-11-13,6089.69,credit,utilities,UPI,Delhi,0,tier1
TXN000068126,CUST0005341,2025-01-25,390.03,debit,dining,UPI,Vadodara,0,tier2
TXN000068127,CUST0017400,2025-03-16,529.7,credit,electronics,UPI,Pune,0,tier1
TXN000068128,CUST0022586,2026-10-06,747.81,debit,dining,UPI,Chennai,0,tier1
TXN000068129,CUST0024382,2026-08-14,838.58,debit,entertainment,card,Visakhapatnam,0,tier2
TXN000068130,CUST0003018,2025-07-31,1445.12,credit,utilities,card,Pune,0,tier1
TXN000068131,CUST0005634,2026-12-15,9964.42,debit,dining,UPI,Patna,0,tier2
TXN000068132,CUST0029774,2025-05-07,2117.86,debit,fashion,UPI,Kolkata,0,tier1
TXN000068133,CUST0000350,2025-01-18,116.0,debit,dining,UPI,Hyderabad,0,tier1
TXN000068134,CUST0002006,2024-11-26,1240.41,debit,utilities,card,Pune,0,tier1
TXN000068135,CUST0015678,2026-08-21,755.35,credit,electronics,UPI,Mumbai,0,tier1
TXN000068136,CUST0014369,2025-12-03,1116.23,debit,dining,UPI,Bengaluru,0,tier1
TXN000068137,CUST0002794,2025-11-13,741.65,debit,dining,card,Jaipur,0,tier2
TXN000068138,CUST0021955,2025-07-15,881.3,debit,healthcare,UPI,Visakhapatnam,0,tier2
TXN000068139,CUST0023635,2025-09-07,697.11,credit,electronics,card,Bengaluru,0,tier1
TXN000068140,CUST0017403,2025-12-30,426.7,credit,travel,card,Vadodara,0,tier2
TXN000068141,CUST0019307,2027-06-23,2253.82,debit,utilities,UPI,Kolkata,0,tier1
TXN000068142,CUST0027925,2024-07-24,755.71,debit,education,UPI,Kochi,0,tier2
TXN000068143,CUST0022132,2026-01-01,7981.21,debit,entertainment,card,Chennai,0,tier1
TXN000068144,CUST0025860,2027-04-25,732.24,credit,entertainment,card,Vadodara,0,tier2
TXN000068145,CUST0016789,2026-02-12,165.07,credit,travel,UPI,Jaipur,0,tier2
TXN000068146,CUST0002340,2027-04-17,203.57,refund,dining,UPI,Hyderabad,0,tier1
TXN000068147,CUST0018716,2025-12-05,9106.18,debit,entertainment,UPI,Ahmedabad,0,tier2
TXN000068148,CUST0001186,2024-02-24,454.53,debit,healthcare,UPI,Bengaluru,0,tier1
TXN000068149,CUST0016383,2026-02-26,5511.19,credit,entertainment,UPI,Bengaluru,0,tier1
TXN000068150,CUST0008290,2025-04-01,1136.29,debit,fashion,card,Vadodara,0,tier2
TXN000068151,CUST0009546,2026-02-09,986.77,debit,entertainment,UPI,Bhopal,0,tier2
TXN000068152,CUST0019376,2024-07-31,156.55,credit,healthcare,card,Lucknow,0,tier2
TXN000068153,CUST0015773,2024-10-29,3105.14,debit,utilities,UPI,Jaipur,0,tier2
TXN000068154,CUST0004604,2025-11-08,5332.28,debit,healthcare,card,Mumbai,0,tier1
TXN000068155,CUST0020872,2026-12-29,882.57,debit,fashion,card,Jaipur,1,tier2
TXN000068156,CUST0001378,2027-03-12,3252.02,debit,fashion,UPI,Nagpur,0,tier2
TXN000068157,CUST0020452,2024-01-26,212.11,refund,travel,UPI,Indore,0,tier2
TXN000068158,CUST0017739,2027-01-03,133.1,debit,travel,UPI,Indore,0,tier2
TXN000068159,CUST0014394,2027-02-24,4453.6,debit,dining,UPI,Surat,0,tier2
TXN000068160,CUST0014212,2024-12-22,159.47,debit,dining,UPI,Mumbai,0,tier1
TXN000068161,CUST0012919,2026-04-05,2118.48,debit,education,UPI,Hyderabad,0,tier1
TXN000068162,CUST0026095,2027-02-03,456.35,debit,electronics,card,Chennai,0,tier1
TXN000068163,CUST0015047,2027-05-28,4497.58,debit,fuel,card,Hyderabad,0,tier1
TXN000068164,CUST0020653,2024-06-21,2162.73,debit,entertainment,UPI,Chennai,0,tier1
TXN000068165,CUST0017709,2024-12-11,853.21,credit,education,card,Indore,0,tier2
TXN000068166,CUST0003959,2024-12-24,507.74,debit,dining,card,Kolkata,1,tier1
TXN000068167,CUST0016524,2024-09-26,519.76,debit,utilities,UPI,Delhi,0,tier1
TXN000068168,CUST0018857,2026-10-18,1058.54,credit,dining,card,Kolkata,0,tier1
TXN000068169,CUST0024219,2026-06-30,1046.21,debit,education,UPI,Patna,1,tier2
TXN000068170,CUST0018147,2025-11-11,3186.59,debit,healthcare,UPI,Jaipur,0,tier2
TXN000068171,CUST0025795,2026-08-06,352.59,debit,utilities,UPI,Chennai,0,tier1
TXN000068172,CUST0010677,2026-07-18,2375.36,debit,travel,UPI,Kochi,0,tier2
TXN000068173,CUST0014502,2024-05-20,309.27,debit,electronics,UPI,Hyderabad,0,tier1
TXN000068174,CUST0014847,2024-09-07,15525.3,debit,utilities,card,Kolkata,0,tier1
TXN000068175,CUST0009840,2025-05-16,5334.62,debit,fashion,UPI,Vadodara,0,tier2
TXN000068176,CUST0026507,2024-09-26,443.21,debit,education,UPI,Mumbai,0,tier1
TXN000068177,CUST0013845,2027-05-21,2707.25,debit,utilities,card,Pune,0,tier1
TXN000068178,CUST0002538,2027-06-14,631.63,debit,fuel,UPI,Jaipur,0,tier2
TXN000068179,CUST0018208,2026-08-13,823.67,credit,fuel,UPI,Vadodara,0,tier2
TXN000068180,CUST0010725,2026-11-21,256.22,credit,education,card,Visakhapatnam,0,tier2
TXN000068181,CUST0026252,2024-02-02,395.22,credit,electronics,card,Hyderabad,0,tier1
TXN000068182,CUST0016718,2024-09-03,1522.12,debit,education,card,Lucknow,0,tier2
TXN000068183,CUST0018736,2026-07-03,2266.0,debit,fuel,UPI,Kolkata,0,tier1
TXN000068184,CUST0002414,2024-12-03,366.87,debit,groceries,UPI,Indore,0,tier2
TXN000068185,CUST0002163,2025-02-03,1574.16,debit,education,card,Chennai,0,tier1
TXN000068186,CUST0003009,2026-07-20,425.22,debit,electronics,UPI,Surat,0,tier2
TXN000068187,CUST0016192,2024-06-01,135.84,debit,entertainment,UPI,Patna,0,tier2
TXN000068188,CUST0016800,2025-10-08,779.78,debit,healthcare,UPI,Kolkata,0,tier1
TXN000068189,CUST0006002,2025-10-19,5928.69,credit,fashion,UPI,Visakhapatnam,0,tier2
TXN000068190,CUST0025831,2024-09-23,14241.96,debit,fashion,card,Patna,0,tier2
TXN000068191,CUST0015932,2026-02-09,10896.29,debit,fashion,UPI,Bhopal,0,tier2
TXN000068192,CUST0009081,2026-01-07,42.61,debit,groceries,UPI,Chennai,0,tier1
TXN000068193,CUST0027662,2027-04-06,2511.32,debit,groceries,card,Mumbai,0,tier1
TXN000068194,CUST0019170,2026-05-15,192.15,debit,travel,UPI,Kolkata,0,tier1
TXN000068195,CUST0003640,2024-10-25,5580.62,debit,healthcare,UPI,Mumbai,0,tier1
TXN000068196,CUST0025011,2027-05-13,1041.65,debit,utilities,card,Jaipur,0,tier2
TXN000068197,CUST0001046,2025-10-04,662.68,debit,dining,UPI,Pune,0,tier1
TXN000068198,CUST0014025,2024-11-26,1124.88,debit,entertainment,card,Pune,0,tier1
TXN000068199,CUST0027847,2026-07-19,3863.54,debit,entertainment,UPI,Visakhapatnam,0,tier2
TXN000068200,CUST0002256,2026-06-27,582.71,debit,travel,UPI,Kolkata,0,tier1
TXN000068201,CUST0013018,2025-01-29,2331.86,debit,travel,UPI,Bengaluru,0,tier1
TXN000068202,CUST0011598,2025-01-03,5580.57,debit,dining,UPI,Vadodara,0,tier2
TXN000068203,CUST0028613,2024-05-09,785.38,debit,entertainment,card,Jaipur,0,tier2
TXN000068204,CUST0018581,2024-11-19,5246.45,credit,groceries,UPI,Mumbai,0,tier1
TXN000068205,CUST0004082,2025-09-14,1540.25,debit,utilities,UPI,Bhopal,0,tier2
TXN000068206,CUST0011823,2024-11-04,1240.15,debit,healthcare,UPI,Surat,0,tier2
TXN000068207,CUST0026510,2024-01-29,6271.43,debit,dining,UPI,Chennai,0,tier1
TXN000068208,CUST0016661,2024-04-24,1973.15,debit,dining,UPI,Chennai,0,tier1
TXN000068209,CUST0006575,2024-06-04,138.37,debit,education,UPI,Jaipur,0,tier2
TXN000068210,CUST0013069,2026-09-12,245.71,debit,groceries,card,Bhopal,0,tier2
TXN000068211,CUST0015353,2024-05-31,1357.64,credit,groceries,UPI,Bengaluru,0,tier1
TXN000068212,CUST0001792,2024-02-08,67997.41,debit,healthcare,UPI,Nagpur,0,tier2
TXN000068213,CUST0011160,2026-11-24,248.8,debit,groceries,UPI,Mumbai,0,tier1
TXN000068214,CUST0015434,2026-10-11,4683.94,debit,fuel,UPI,Mumbai,0,tier1
TXN000068215,CUST0001442,2024-05-12,382.19,credit,education,UPI,Coimbatore,1,tier2
TXN000068216,CUST0019410,2027-06-20,7679.09,debit,dining,UPI,Pune,0,tier1
TXN000068217,CUST0014481,2025-03-15,380.28,debit,travel,card,Kochi,0,tier2
TXN000068218,CUST0006127,2025-05-14,220.94,credit,travel,UPI,Delhi,0,tier1
TXN000068219,CUST0004563,2024-01-17,332.98,credit,entertainment,card,Kochi,0,tier2
TXN000068220,CUST0019490,2027-01-25,7786.26,credit,fuel,card,Jaipur,1,tier2
TXN000068221,CUST0027756,2024-05-05,2818.41,credit,healthcare,UPI,Mumbai,0,tier1
TXN000068222,CUST0004731,2027-05-30,1402.14,refund,electronics,card,Vadodara,0,tier2
TXN000068223,CUST0011631,2027-02-14,335.04,credit,travel,card,Chennai,0,tier1
TXN000068224,CUST0005276,2026-10-10,6233.5,debit,education,card,Indore,0,tier2
TXN000068225,CUST0007610,2026-04-20,376.78,debit,dining,UPI,Coimbatore,0,tier2
TXN000068226,CUST0023316,2024-09-24,2906.43,debit,education,card,Bengaluru,0,tier1
TXN000068227,CUST0023435,2024-03-09,878.79,debit,entertainment,card,Bengaluru,0,tier1
TXN000068228,CUST0025339,2024-11-26,242.22,debit,fuel,UPI,Bengaluru,0,tier1
TXN000068229,CUST0018051,2025-07-01,2780.82,debit,utilities,UPI,Chennai,0,tier1
TXN000068230,CUST0006345,2026-06-14,764.53,debit,entertainment,UPI,Jaipur,0,tier2
TXN000068231,CUST0019696,2027-01-22,3853.3,debit,utilities,card,Bengaluru,0,tier1
TXN000068232,CUST0023434,2026-12-26,652.54,debit,electronics,card,Kolkata,0,tier1
TXN000068233,CUST0017805,2025-04-03,322.47,credit,travel,UPI,Pune,0,tier1
TXN000068234,CUST0016977,2025-08-02,2256.65,debit,fashion,UPI,Coimbatore,0,tier2
TXN000068235,CUST0016824,2027-04-04,9071.62,debit,fashion,card,Chennai,0,tier1
TXN000068236,CUST0007757,2025-06-23,410.57,debit,electronics,card,Delhi,0,tier1
TXN000068237,CUST0013032,2024-10-11,7105.84,debit,healthcare,UPI,Nagpur,0,tier2
TXN000068238,CUST0021542,2026-04-21,1038.46,debit,electronics,card,Patna,0,tier2
TXN000068239,CUST0018237,2026-06-13,557.47,debit,utilities,UPI,Mumbai,0,tier1
TXN000068240,CUST0025514,2026-01-07,2513.22,debit,travel,UPI,Pune,0,tier1
TXN000068241,CUST0024709,2027-05-02,2655.14,credit,utilities,UPI,Hyderabad,0,tier1
TXN000068242,CUST0000052,2025-11-05,10948.35,debit,electronics,card,Lucknow,0,tier2
TXN000068243,CUST0006027,2026-04-25,362.84,debit,dining,UPI,Coimbatore,0,tier2
TXN000068244,CUST0027161,2026-03-14,2115.56,debit,fashion,card,Ahmedabad,0,tier2
TXN000068245,CUST0005934,2025-04-08,788.66,debit,entertainment,card,Kolkata,0,tier1
TXN000068246,CUST0019422,2025-09-08,1415.41,credit,electronics,card,Chennai,0,tier1
TXN000068247,CUST0009716,2024-05-24,756.8,debit,groceries,card,Kolkata,0,tier1
TXN000068248,CUST0029645,2024-10-16,459.46,debit,travel,UPI,Kochi,0,tier2
TXN000068249,CUST0024710,2025-09-25,136.41,debit,education,UPI,Kolkata,1,tier1
TXN000068250,CUST0026903,2024-03-31,422.89,debit,fashion,UPI,Bhopal,1,tier2
TXN000068251,CUST0014801,2025-01-18,7519.33,debit,entertainment,UPI,Chennai,1,tier1
TXN000068252,CUST0028504,2026-11-02,411.46,debit,education,UPI,Lucknow,0,tier2
TXN000068253,CUST0008566,2025-07-04,429.22,debit,utilities,card,Coimbatore,0,tier2
TXN000068254,CUST0019781,2026-05-11,4813.01,debit,entertainment,UPI,Hyderabad,0,tier1
TXN000068255,CUST0021054,2025-08-16,44.6,debit,dining,card,Hyderabad,0,tier1
TXN000068256,CUST0006414,2026-11-12,288.37,refund,travel,UPI,Jaipur,0,tier2
TXN000068257,CUST0014744,2025-01-28,15934.2,debit,dining,UPI,Pune,0,tier1
TXN000068258,CUST0000867,2025-11-16,235.14,refund,fashion,card,Delhi,0,tier1
TXN000068259,CUST0002073,2027-04-28,529.99,debit,entertainment,UPI,Ahmedabad,0,tier2
TXN000068260,CUST0024975,2025-03-17,486.63,debit,dining,UPI,Mumbai,0,tier1
TXN000068261,CUST0029906,2025-06-07,856.23,debit,groceries,UPI,Coimbatore,0,tier2
TXN000068262,CUST0009607,2025-07-23,927.35,debit,education,UPI,Kochi,0,tier2
TXN000068263,CUST0005024,2025-10-14,1023.23,debit,travel,UPI,Kolkata,0,tier1
TXN000068264,CUST0018536,2024-04-13,10599.56,debit,entertainment,UPI,Jaipur,0,tier2
TXN000068265,CUST0020004,2024-04-02,1017.7,credit,fuel,UPI,Kolkata,0,tier1
TXN000068266,CUST0029478,2024-12-01,1338.79,debit,dining,UPI,Patna,0,tier2
TXN000068267,CUST0015555,2024-12-15,690.31,debit,electronics,card,Mumbai,0,tier1
TXN000068268,CUST0014515,2026-01-03,5058.15,credit,travel,UPI,Chennai,0,tier1
TXN000068269,CUST0028451,2027-06-29,3313.57,debit,fashion,card,Surat,0,tier2
TXN000068270,CUST0011889,2027-02-24,897.2,debit,electronics,UPI,Bengaluru,0,tier1
TXN000068271,CUST0005836,2025-07-07,839.72,debit,groceries,UPI,Coimbatore,0,tier2
TXN000068272,CUST0005688,2027-03-18,1337.01,debit,fuel,card,Chennai,0,tier1
TXN000068273,CUST0016754,2024-10-25,561.41,refund,utilities,card,Hyderabad,0,tier1
TXN000068274,CUST0016629,2025-07-22,2898.92,debit,travel,UPI,Hyderabad,0,tier1
TXN000068275,CUST0028557,2026-03-07,168.32,debit,fuel,UPI,Vadodara,0,tier2
TXN000068276,CUST0018066,2025-04-25,553.75,credit,healthcare,UPI,Pune,0,tier1
TXN000068277,CUST0029787,2026-08-07,1903.38,debit,travel,UPI,Chennai,0,tier1
TXN000068278,CUST0001625,2024-05-20,208.85,debit,electronics,card,Chennai,0,tier1
TXN000068279,CUST0000685,2026-12-03,2891.24,credit,groceries,UPI,Surat,0,tier2
TXN000068280,CUST0021789,2025-12-31,1486.43,debit,fuel,UPI,Ahmedabad,0,tier2
TXN000068281,CUST0027116,2024-06-29,1790.58,debit,electronics,UPI,Bhopal,0,tier2
TXN000068282,CUST0000478,2025-08-07,5073.29,credit,healthcare,card,Coimbatore,0,tier2
TXN000068283,CUST0016099,2025-08-16,789.13,debit,dining,UPI,Surat,0,tier2
TXN000068284,CUST0016757,2026-07-05,1830.52,debit,utilities,card,Bengaluru,0,tier1
TXN000068285,CUST0029866,2024-12-01,253.17,credit,groceries,UPI,Kochi,0,tier2
TXN000068286,CUST0028209,2024-04-17,1405.24,debit,fashion,UPI,Lucknow,0,tier2
TXN000068287,CUST0009723,2025-11-04,4861.43,debit,electronics,UPI,Nagpur,0,tier2
TXN000068288,CUST0019207,2026-11-14,1171.49,credit,fuel,UPI,Kochi,0,tier2
TXN000068289,CUST0002845,2027-01-16,575.75,credit,dining,card,Chennai,0,tier1
TXN000068290,CUST0018962,2025-12-20,1355.96,debit,fashion,UPI,Patna,0,tier2
TXN000068291,CUST0007681,2027-04-29,993.36,credit,utilities,UPI,Mumbai,0,tier1
TXN000068292,CUST0018206,2026-12-03,1063.29,debit,travel,UPI,Patna,0,tier2
TXN000068293,CUST0022670,2026-05-06,1295.05,debit,education,UPI,Pune,0,tier1
TXN000068294,CUST0014471,2025-08-18,233.29,debit,electronics,card,Bengaluru,0,tier1
TXN000068295,CUST0010843,2027-03-23,2267.36,credit,utilities,UPI,Indore,0,tier2
TXN000068296,CUST0014994,2024-08-06,481.32,refund,education,card,Kolkata,0,tier1
TXN000068297,CUST0021781,2025-04-20,167.31,debit,dining,UPI,Kochi,0,tier2
TXN000068298,CUST0011317,2025-02-22,320.49,credit,fuel,card,Mumbai,0,tier1
TXN000068299,CUST0028911,2024-02-17,859.39,debit,entertainment,UPI,Bhopal,0,tier2
TXN000068300,CUST0016229,2024-11-25,695.44,debit,travel,UPI,Delhi,0,tier1
TXN000068301,CUST0008013,2026-06-15,2195.83,credit,electronics,UPI,Indore,0,tier2
TXN000068302,CUST0020650,2024-01-18,486.64,credit,entertainment,card,Visakhapatnam,0,tier2
TXN000068303,CUST0014652,2027-06-17,1143.25,debit,utilities,card,Ahmedabad,0,tier2
TXN000068304,CUST0009980,2025-01-24,2204.39,debit,groceries,UPI,Kochi,0,tier2
TXN000068305,CUST0019548,2025-09-06,237.15,debit,electronics,UPI,Surat,0,tier2
TXN000068306,CUST0009968,2024-06-28,410.94,debit,healthcare,card,Kolkata,0,tier1
TXN000068307,CUST0006641,2026-04-14,2100.62,debit,healthcare,card,Kolkata,0,tier1
TXN000068308,CUST0008881,2026-12-28,60.8,credit,healthcare,UPI,Mumbai,0,tier1
TXN000068309,CUST0028988,2025-04-27,467.3,refund,entertainment,card,Kolkata,0,tier1
TXN000068310,CUST0020588,2024-03-09,410.74,credit,dining,UPI,Delhi,0,tier1
TXN000068311,CUST0017715,2027-02-19,1526.4,debit,fashion,UPI,Kolkata,0,tier1
TXN000068312,CUST0020460,2027-04-09,686.54,credit,utilities,UPI,Delhi,0,tier1
TXN000068313,CUST0028835,2024-12-29,3378.65,debit,fuel,UPI,Delhi,0,tier1
TXN000068314,CUST0004276,2027-04-05,2627.41,debit,fuel,UPI,Kolkata,0,tier1
TXN000068315,CUST0013494,2025-10-27,10440.84,debit,electronics,UPI,Bengaluru,1,tier1
TXN000068316,CUST0025088,2027-03-02,90.23,debit,electronics,UPI,Mumbai,0,tier1
TXN000068317,CUST0018983,2024-06-23,345.89,credit,education,UPI,Patna,0,tier2
TXN000068318,CUST0018637,2027-06-04,2232.53,debit,fuel,UPI,Bhopal,0,tier2
TXN000068319,CUST0016703,2024-04-08,478.33,debit,travel,card,Bengaluru,0,tier1
TXN000068320,CUST0013267,2026-05-06,608.14,debit,groceries,UPI,Pune,0,tier1
TXN000068321,CUST0004910,2024-12-30,299.22,debit,education,UPI,Delhi,0,tier1
TXN000068322,CUST0023700,2027-06-25,441.95,credit,groceries,UPI,Jaipur,0,tier2
TXN000068323,CUST0019595,2026-11-15,426.92,debit,electronics,card,Coimbatore,0,tier2
TXN000068324,CUST0000236,2024-11-26,166.42,debit,education,card,Ahmedabad,0,tier2
TXN000068325,CUST0028794,2025-08-20,413.48,debit,dining,UPI,Indore,0,tier2
TXN000068326,CUST0027873,2027-03-11,1329.16,debit,healthcare,UPI,Pune,0,tier1
TXN000068327,CUST0001607,2024-08-20,2222.62,debit,dining,UPI,Hyderabad,0,tier1
TXN000068328,CUST0016112,2024-05-04,5158.26,debit,entertainment,UPI,Coimbatore,0,tier2
TXN000068329,CUST0025032,2025-03-26,380.23,debit,fashion,card,Kolkata,0,tier1
TXN000068330,CUST0003838,2025-03-13,6424.38,credit,groceries,UPI,Pune,0,tier1
TXN000068331,CUST0005560,2025-06-22,927.27,debit,travel,UPI,Surat,0,tier2
TXN000068332,CUST0002671,2026-02-01,1491.91,debit,education,UPI,Kolkata,0,tier1
TXN000068333,CUST0001306,2027-04-06,3078.57,credit,fuel,card,Kolkata,0,tier1
TXN000068334,CUST0003047,2025-12-21,6778.8,debit,travel,UPI,Vadodara,0,tier2
TXN000068335,CUST0023750,2025-04-11,121.89,debit,education,card,Ahmedabad,0,tier2
TXN000068336,CUST0006008,2026-04-06,1870.84,debit,education,card,Coimbatore,1,tier2
TXN000068337,CUST0029507,2024-01-02,8877.01,debit,groceries,card,Lucknow,0,tier2
TXN000068338,CUST0024483,2026-06-13,1388.2,credit,electronics,card,Chennai,0,tier1
TXN000068339,CUST0000750,2026-02-16,2406.55,debit,fuel,UPI,Kochi,0,tier2
TXN000068340,CUST0007475,2026-07-02,698.33,debit,fashion,card,Mumbai,0,tier1
TXN000068341,CUST0014174,2026-09-22,1688.02,credit,dining,UPI,Mumbai,0,tier1
TXN000068342,CUST0005016,2025-02-20,2726.64,debit,fuel,UPI,Coimbatore,0,tier2
TXN000068343,CUST0018982,2024-06-30,5227.77,debit,healthcare,UPI,Bengaluru,0,tier1
TXN000068344,CUST0011942,2026-11-18,9244.63,debit,utilities,UPI,Kolkata,0,tier1
TXN000068345,CUST0004613,2026-04-16,13024.07,credit,fashion,UPI,Coimbatore,0,tier2
