loan_id,customer_id,loan_amount,tenure_months,interest_rate,disbursal_date,city,income_band,credit_score_band,acquisition_channel
LN00022713,CUST0011690,967650.19,36,15.99,2025-01-16,Pune,10-15L,650-850,organic
LN00022714,CUST0021346,561924.54,18,10.55,2024-06-13,Mumbai,6-10L,650-850,affiliate
LN00022715,CUST0022753,45134.42,18,15.99,2024-07-15,Ahmedabad,<3L,600-650,organic
LN00022716,CUST0012315,160490.72,12,16.45,2025-01-19,Coimbatore,3-6L,600-650,affiliate
LN00022717,CUST0017822,828496.72,18,19.68,2024-12-29,Pune,>15L,600-650,app_store
LN00022718,CUST0018556,517379.75,12,19.92,2024-11-16,Nagpur,6-10L,550-600,organic
LN00022719,CUST0017898,271357.35,18,23.72,2024-04-15,Bhopal,6-10L,550-600,organic
LN00022720,CUST0028027,247912.45,12,15.43,2025-03-06,Pune,3-6L,650-850,affiliate
LN00022721,CUST0002669,1152236.75,12,19.74,2025-02-08,Hyderabad,10-15L,550-600,organic
LN00022722,CUST0001069,238004.2,18,12.97,2024-12-12,Vadodara,3-6L,650-850,organic
LN00022723,CUST0007252,264416.95,12,10.25,2024-07-07,Patna,3-6L,650-850,organic
LN00022724,CUST0010921,478832.52,24,28.14,2024-04-15,Vadodara,6-10L,300-550,organic
LN00022725,CUST0015146,372158.16,12,11.31,2025-04-21,Patna,6-10L,650-850,DSA
LN00022726,CUST0025641,1620905.5,12,20.05,2024-02-21,Delhi,>15L,550-600,referral
LN00022727,CUST0021512,99646.64,24,14.92,2024-02-12,Kolkata,3-6L,650-850,affiliate
LN00022728,CUST0000120,240447.65,36,13.71,2024-07-26,Bengaluru,6-10L,650-850,organic
LN00022729,CUST0003718,264818.19,18,18.48,2024-07-30,Bengaluru,3-6L,550-600,referral
LN00022730,CUST0003356,959190.29,24,14.68,2024-05-11,Bhopal,10-15L,650-850,organic
LN00022731,CUST0011193,310069.71,24,14.73,2024-11-04,Pune,6-10L,650-850,referral
LN00022732,CUST0001560,556864.07,12,22.52,2024-03-23,Delhi,6-10L,550-600,referral
LN00022733,CUST0007611,202450.35,12,27.5,2025-06-29,Kolkata,3-6L,300-550,app_store
LN00022734,CUST0021213,322222.55,18,18.44,2024-04-15,Visakhapatnam,6-10L,550-600,app_store
LN00022735,CUST0021287,274127.79,18,13.1,2025-04-01,Bengaluru,6-10L,650-850,affiliate
LN00022736,CUST0007060,579099.57,18,15.0,2024-11-12,Kolkata,6-10L,600-650,app_store
LN00022737,CUST0003091,292566.42,36,14.69,2024-06-27,Lucknow,6-10L,650-850,organic
LN00022738,CUST0014523,558872.92,24,15.76,2025-01-08,Bengaluru,6-10L,650-850,affiliate
LN00022739,CUST0016334,534576.73,12,15.63,2024-02-18,Visakhapatnam,10-15L,650-850,organic
LN00022740,CUST0016375,366300.61,12,15.71,2024-04-25,Ahmedabad,6-10L,650-850,DSA
LN00022741,CUST0003706,1610775.59,12,20.72,2024-08-31,Bengaluru,>15L,550-600,organic
LN00022742,CUST0018568,159385.19,12,11.83,2024-08-07,Kolkata,3-6L,650-850,affiliate
LN00022743,CUST0013276,183733.0,12,22.1,2024-01-25,Chennai,3-6L,550-600,organic
LN00022744,CUST0015165,276002.99,24,16.08,2025-04-27,Delhi,6-10L,600-650,referral
LN00022745,CUST0017291,177905.32,24,13.83,2024-11-26,Hyderabad,3-6L,650-850,DSA
LN00022746,CUST0029827,543870.84,18,28.69,2024-02-02,Jaipur,6-10L,300-550,organic
LN00022747,CUST0025950,243416.8,12,13.67,2024-12-30,Delhi,3-6L,650-850,DSA
LN00022748,CUST0004685,1572157.06,12,11.26,2025-05-21,Mumbai,>15L,650-850,affiliate
LN00022749,CUST0008642,440240.43,18,23.61,2025-06-20,Jaipur,6-10L,550-600,DSA
LN00022750,CUST0016816,621651.47,18,11.59,2024-01-30,Kolkata,6-10L,650-850,DSA
LN00022751,CUST0016287,1413125.79,24,19.96,2024-05-24,Bengaluru,10-15L,600-650,app_store
LN00022752,CUST0014354,156096.79,18,22.85,2024-08-17,Nagpur,3-6L,550-600,referral
LN00022753,CUST0026091,992592.43,18,19.3,2025-05-01,Delhi,>15L,600-650,affiliate
LN00022754,CUST0006214,386212.37,24,10.95,2025-04-18,Hyderabad,6-10L,650-850,DSA
LN00022755,CUST0019644,296654.48,18,23.83,2024-03-12,Delhi,3-6L,550-600,affiliate
LN00022756,CUST0028196,1271178.23,24,17.72,2024-04-14,Nagpur,10-15L,600-650,referral
LN00022757,CUST0013851,597956.81,12,23.65,2025-03-23,Ahmedabad,6-10L,300-550,DSA
LN00022758,CUST0015143,650662.78,12,25.45,2024-10-27,Bengaluru,6-10L,300-550,affiliate
LN00022759,CUST0017096,806362.43,12,24.94,2024-10-20,Jaipur,>15L,300-550,DSA
LN00022760,CUST0029143,1413568.41,12,19.06,2024-04-29,Nagpur,>15L,600-650,DSA
LN00022761,CUST0019896,2074055.09,24,12.96,2024-07-18,Mumbai,>15L,650-850,DSA
LN00022762,CUST0028907,290617.78,18,15.48,2024-06-02,Surat,6-10L,600-650,organic
LN00022763,CUST0008880,730641.7,24,12.13,2024-09-19,Chennai,10-15L,650-850,DSA
LN00022764,CUST0026120,286140.6,12,11.92,2024-06-18,Delhi,3-6L,650-850,DSA
LN00022765,CUST0001030,1491034.93,24,10.94,2024-10-10,Patna,10-15L,650-850,referral
LN00022766,CUST0016931,258562.85,12,20.65,2025-05-26,Lucknow,3-6L,550-600,referral
LN00022767,CUST0025510,682408.08,12,14.25,2024-10-22,Jaipur,6-10L,650-850,DSA
LN00022768,CUST0003697,2301895.78,12,10.23,2025-01-17,Patna,>15L,650-850,DSA
LN00022769,CUST0018597,543484.93,18,18.95,2025-04-08,Hyderabad,10-15L,600-650,referral
LN00022770,CUST0026024,1726676.31,18,11.88,2025-04-30,Mumbai,>15L,650-850,referral
LN00022771,CUST0021554,586653.6,18,18.24,2024-06-11,Kochi,6-10L,550-600,app_store
LN00022772,CUST0019944,285637.14,18,13.84,2024-10-29,Hyderabad,3-6L,650-850,app_store
LN00022773,CUST0008907,2565929.96,12,15.98,2024-02-06,Ahmedabad,>15L,600-650,referral
LN00022774,CUST0021398,626733.76,12,19.67,2024-09-20,Visakhapatnam,6-10L,600-650,app_store
LN00022775,CUST0027271,2123977.17,24,16.0,2025-06-14,Hyderabad,>15L,600-650,DSA
LN00022776,CUST0027988,1049630.84,12,15.23,2025-05-22,Visakhapatnam,10-15L,600-650,organic
LN00022777,CUST0014410,1207740.83,36,13.85,2025-03-03,Jaipur,>15L,650-850,organic
LN00022778,CUST0008312,723642.33,12,11.66,2024-07-22,Kochi,10-15L,650-850,organic
LN00022779,CUST0003230,1161919.92,12,18.21,2024-10-17,Delhi,10-15L,600-650,affiliate
LN00022780,CUST0010018,196658.89,24,13.04,2024-06-18,Pune,3-6L,650-850,DSA
LN00022781,CUST0023528,2625762.9,12,15.32,2024-01-04,Kochi,>15L,600-650,affiliate
LN00022782,CUST0007183,214837.22,18,20.35,2025-04-26,Bengaluru,3-6L,550-600,DSA
LN00022783,CUST0009260,57105.04,18,16.62,2024-03-15,Hyderabad,<3L,600-650,DSA
LN00022784,CUST0008560,245577.04,36,19.51,2025-03-05,Bengaluru,6-10L,600-650,organic
LN00022785,CUST0005150,1213912.68,12,26.85,2024-06-13,Visakhapatnam,10-15L,300-550,organic
LN00022786,CUST0006956,1496830.72,24,17.37,2024-03-11,Hyderabad,10-15L,600-650,referral
LN00022787,CUST0011329,128588.59,24,17.27,2024-03-05,Delhi,3-6L,600-650,affiliate
LN00022788,CUST0025807,926337.83,18,15.3,2024-12-05,Bhopal,10-15L,650-850,DSA
LN00022789,CUST0020724,1020986.83,12,14.86,2025-06-29,Pune,10-15L,650-850,DSA
LN00022790,CUST0013277,429331.69,18,13.62,2025-03-18,Lucknow,6-10L,650-850,affiliate
LN00022791,CUST0016244,259041.09,36,12.69,2024-10-14,Lucknow,6-10L,650-850,DSA
LN00022792,CUST0005311,487265.33,12,17.34,2024-04-09,Lucknow,6-10L,600-650,organic
LN00022793,CUST0009910,1917293.47,12,22.92,2024-12-07,Kolkata,>15L,550-600,referral
LN00022794,CUST0002632,2083594.59,24,19.82,2024-05-13,Visakhapatnam,>15L,600-650,DSA
LN00022795,CUST0014425,47322.25,24,16.77,2024-10-17,Bengaluru,<3L,600-650,affiliate
LN00022796,CUST0025701,80689.36,36,16.48,2025-01-05,Kochi,3-6L,600-650,DSA
LN00022797,CUST0003002,36456.92,12,22.84,2024-11-09,Hyderabad,<3L,550-600,affiliate
LN00022798,CUST0017181,606089.65,36,12.13,2024-06-27,Bengaluru,6-10L,650-850,app_store
LN00022799,CUST0008239,686820.32,24,15.09,2025-06-24,Ahmedabad,6-10L,650-850,organic
LN00022800,CUST0015154,695816.67,18,21.24,2024-03-14,Coimbatore,6-10L,550-600,DSA
LN00022801,CUST0024269,1257964.97,12,17.01,2024-01-09,Chennai,10-15L,600-650,app_store
LN00022802,CUST0011620,406427.98,12,14.78,2024-11-10,Mumbai,6-10L,650-850,DSA
LN00022803,CUST0018427,57944.04,12,22.99,2025-01-13,Pune,3-6L,550-600,referral
LN00022804,CUST0010088,449731.65,12,20.89,2024-07-26,Visakhapatnam,6-10L,550-600,DSA
LN00022805,CUST0024116,28873.47,18,15.17,2024-02-15,Kolkata,<3L,600-650,app_store
LN00022806,CUST0026860,811689.82,24,13.94,2024-09-10,Mumbai,10-15L,650-850,affiliate
LN00022807,CUST0009133,456224.3,24,19.72,2025-02-24,Pune,6-10L,550-600,DSA
LN00022808,CUST0026146,312861.51,18,11.08,2025-05-25,Chennai,6-10L,650-850,app_store
LN00022809,CUST0011518,175422.73,36,15.93,2025-03-04,Mumbai,3-6L,600-650,DSA
LN00022810,CUST0006784,652246.91,24,26.01,2024-12-28,Vadodara,6-10L,300-550,referral
LN00022811,CUST0000415,347718.26,36,10.32,2024-01-07,Ahmedabad,6-10L,650-850,organic
LN00022812,CUST0010138,160442.36,12,23.68,2024-07-05,Bengaluru,3-6L,550-600,DSA
LN00022813,CUST0022630,338939.56,12,16.28,2024-11-02,Kochi,6-10L,600-650,affiliate
LN00022814,CUST0003997,212839.78,36,24.67,2024-10-07,Jaipur,3-6L,300-550,DSA
LN00022815,CUST0004150,612400.88,24,18.02,2025-04-27,Surat,6-10L,600-650,DSA
LN00022816,CUST0027564,1461277.03,24,17.57,2024-03-15,Lucknow,10-15L,600-650,organic
LN00022817,CUST0004957,516736.47,36,17.49,2024-07-03,Visakhapatnam,6-10L,600-650,DSA
LN00022818,CUST0004902,839054.92,18,18.64,2024-06-11,Coimbatore,10-15L,600-650,organic
LN00022819,CUST0010277,112834.06,18,16.03,2025-04-20,Mumbai,3-6L,600-650,organic
LN00022820,CUST0002683,13672.02,18,16.65,2024-09-21,Mumbai,<3L,600-650,organic
LN00022821,CUST0010037,34428.26,24,23.38,2024-11-07,Pune,<3L,550-600,organic
LN00022822,CUST0002130,250545.98,12,11.24,2024-07-12,Chennai,3-6L,650-850,organic
LN00022823,CUST0018571,598743.78,12,18.13,2024-03-04,Jaipur,6-10L,600-650,app_store
LN00022824,CUST0007166,623605.4,36,13.1,2025-05-10,Chennai,6-10L,650-850,app_store
LN00022825,CUST0014843,901949.94,12,14.86,2025-01-11,Vadodara,10-15L,650-850,organic
LN00022826,CUST0010743,1137231.72,18,14.72,2024-02-10,Bengaluru,10-15L,650-850,organic
LN00022827,CUST0017750,656687.1,18,12.11,2024-04-16,Mumbai,10-15L,650-850,DSA
LN00022828,CUST0004698,508444.49,12,20.45,2025-03-03,Chennai,6-10L,550-600,app_store
LN00022829,CUST0024081,211223.39,18,11.39,2024-10-05,Delhi,3-6L,650-850,affiliate
LN00022830,CUST0002938,504148.99,18,17.43,2024-03-24,Lucknow,6-10L,600-650,DSA
LN00022831,CUST0000940,133804.3,18,17.66,2024-04-15,Pune,3-6L,600-650,referral
LN00022832,CUST0027337,521175.28,24,14.4,2024-05-11,Nagpur,6-10L,650-850,DSA
LN00022833,CUST0001718,500990.04,12,10.94,2024-08-24,Mumbai,10-15L,650-850,DSA
LN00022834,CUST0015385,415539.04,18,12.53,2024-04-04,Indore,6-10L,650-850,affiliate
LN00022835,CUST0029754,42534.8,18,19.53,2024-12-07,Hyderabad,<3L,550-600,app_store
LN00022836,CUST0007061,958336.99,18,15.16,2024-05-22,Surat,>15L,650-850,DSA
LN00022837,CUST0011635,65757.9,24,16.78,2024-09-28,Hyderabad,3-6L,600-650,organic
LN00022838,CUST0017179,2643930.41,18,14.41,2024-04-18,Patna,>15L,650-850,referral
LN00022839,CUST0010727,1173887.72,36,21.19,2024-08-02,Patna,10-15L,550-600,DSA
LN00022840,CUST0012182,517607.09,36,16.39,2024-01-22,Hyderabad,6-10L,600-650,affiliate
LN00022841,CUST0003419,36477.13,24,23.01,2024-05-16,Coimbatore,<3L,550-600,organic
LN00022842,CUST0024090,1037711.65,18,17.59,2024-02-24,Chennai,>15L,600-650,DSA
LN00022843,CUST0003828,890320.1,12,19.71,2024-05-27,Coimbatore,10-15L,600-650,app_store
LN00022844,CUST0008898,253160.58,12,17.27,2024-07-14,Bengaluru,3-6L,600-650,DSA
LN00022845,CUST0008394,243730.23,36,29.54,2025-07-09,Hyderabad,6-10L,300-550,DSA
LN00022846,CUST0022338,639771.65,36,13.09,2024-03-27,Vadodara,6-10L,650-850,DSA
LN00022847,CUST0006147,222446.01,24,16.59,2024-03-10,Delhi,3-6L,600-650,DSA
LN00022848,CUST0016155,28810.82,12,23.62,2025-01-31,Nagpur,<3L,300-550,organic
LN00022849,CUST0010238,243144.62,36,15.06,2024-12-24,Surat,3-6L,650-850,referral
LN00022850,CUST0016947,58795.06,18,18.64,2025-02-06,Visakhapatnam,<3L,600-650,affiliate
LN00022851,CUST0018029,75657.21,18,18.99,2024-09-24,Visakhapatnam,<3L,550-600,DSA
LN00022852,CUST0020499,135515.08,24,17.05,2024-02-10,Pune,3-6L,600-650,referral
LN00022853,CUST0006106,126670.99,36,15.43,2025-03-02,Surat,3-6L,600-650,organic
LN00022854,CUST0003066,102443.85,12,15.69,2024-06-16,Bengaluru,3-6L,650-850,organic
LN00022855,CUST0015548,2647372.46,24,28.48,2024-02-21,Bengaluru,>15L,300-550,organic
LN00022856,CUST0000263,596844.0,18,25.36,2024-02-04,Jaipur,6-10L,300-550,app_store
LN00022857,CUST0022258,240125.34,18,19.14,2024-09-07,Hyderabad,6-10L,600-650,app_store
LN00022858,CUST0019839,699154.18,36,19.2,2024-01-04,Bengaluru,6-10L,600-650,DSA
LN00022859,CUST0003574,28567.86,24,13.97,2024-01-10,Mumbai,<3L,650-850,organic
LN00022860,CUST0020787,2608632.09,18,26.14,2024-08-31,Mumbai,>15L,300-550,DSA
LN00022861,CUST0006109,521285.96,18,16.56,2025-02-09,Nagpur,6-10L,600-650,DSA
LN00022862,CUST0011923,641688.28,36,16.45,2024-12-21,Mumbai,6-10L,600-650,app_store
LN00022863,CUST0028909,2057851.86,36,19.21,2024-04-22,Coimbatore,>15L,600-650,organic
LN00022864,CUST0022935,1297090.86,18,18.36,2025-06-11,Delhi,10-15L,600-650,DSA
LN00022865,CUST0001390,194278.41,36,19.81,2025-05-04,Bengaluru,3-6L,550-600,app_store
LN00022866,CUST0003586,2458871.56,12,22.46,2025-03-01,Chennai,>15L,550-600,app_store
LN00022867,CUST0027555,2326378.57,12,16.39,2025-03-04,Nagpur,>15L,600-650,referral
LN00022868,CUST0029291,905899.46,12,28.07,2024-12-23,Nagpur,>15L,300-550,organic
LN00022869,CUST0024477,37585.2,18,12.96,2024-04-28,Hyderabad,<3L,650-850,organic
LN00022870,CUST0026852,1069707.97,12,11.11,2024-11-02,Chennai,>15L,650-850,organic
LN00022871,CUST0012672,571060.2,24,18.02,2024-06-08,Patna,6-10L,600-650,organic
LN00022872,CUST0022448,1070953.77,18,17.91,2024-11-13,Pune,10-15L,600-650,app_store
LN00022873,CUST0011991,243203.21,24,18.44,2024-07-27,Kolkata,3-6L,600-650,app_store
LN00022874,CUST0012236,163435.16,12,27.71,2024-06-04,Ahmedabad,3-6L,300-550,organic
LN00022875,CUST0023490,75999.22,18,11.36,2024-05-11,Kolkata,<3L,650-850,organic
LN00022876,CUST0013582,415171.52,24,21.33,2024-06-07,Kolkata,6-10L,550-600,DSA
LN00022877,CUST0021731,178622.39,12,19.19,2024-02-10,Bhopal,3-6L,600-650,affiliate
LN00022878,CUST0019682,40794.09,24,12.62,2024-06-10,Kochi,<3L,650-850,affiliate
LN00022879,CUST0007603,1959555.89,12,11.0,2024-03-25,Jaipur,>15L,650-850,organic
LN00022880,CUST0007074,1047476.52,18,10.38,2024-12-29,Hyderabad,10-15L,650-850,referral
LN00022881,CUST0021287,236205.91,24,12.5,2024-01-19,Kochi,6-10L,650-850,DSA
LN00022882,CUST0015448,1211970.25,18,19.46,2024-07-10,Nagpur,10-15L,550-600,affiliate
LN00022883,CUST0027776,481459.81,12,15.97,2025-05-20,Surat,6-10L,650-850,DSA
LN00022884,CUST0023521,286040.11,18,10.9,2025-05-22,Lucknow,3-6L,650-850,referral
LN00022885,CUST0018531,430694.87,18,20.0,2024-11-08,Indore,6-10L,600-650,organic
LN00022886,CUST0011887,558746.59,18,12.46,2025-02-25,Bhopal,10-15L,650-850,affiliate
LN00022887,CUST0022638,272512.83,18,12.22,2025-05-30,Bhopal,3-6L,650-850,DSA
LN00022888,CUST0025715,230966.86,18,19.16,2024-05-04,Visakhapatnam,3-6L,550-600,organic
LN00022889,CUST0017236,371134.52,36,22.75,2025-03-18,Kolkata,6-10L,550-600,affiliate
LN00022890,CUST0016270,230547.66,12,26.61,2024-11-21,Hyderabad,6-10L,300-550,affiliate
LN00022891,CUST0028791,154546.49,24,20.75,2024-01-29,Kolkata,3-6L,550-600,referral
LN00022892,CUST0021768,1246637.78,24,14.5,2024-04-20,Indore,10-15L,650-850,affiliate
LN00022893,CUST0017385,282358.2,18,18.54,2024-11-07,Jaipur,3-6L,550-600,organic
LN00022894,CUST0021028,1115128.49,12,24.01,2025-02-12,Vadodara,10-15L,300-550,app_store
LN00022895,CUST0024958,2020901.38,18,23.19,2024-12-03,Hyderabad,>15L,550-600,app_store
LN00022896,CUST0029949,1671573.2,12,15.69,2024-03-13,Indore,>15L,600-650,organic
LN00022897,CUST0012288,975283.94,18,10.22,2025-01-02,Hyderabad,10-15L,650-850,affiliate
LN00022898,CUST0025157,200273.82,24,19.63,2025-06-08,Bhopal,3-6L,600-650,affiliate
LN00022899,CUST0010169,1165333.11,24,10.49,2024-10-07,Kolkata,10-15L,650-850,affiliate
LN00022900,CUST0023279,519078.22,12,16.23,2024-02-01,Visakhapatnam,6-10L,600-650,organic
LN00022901,CUST0003806,1416765.43,12,24.85,2024-10-11,Surat,10-15L,300-550,app_store
LN00022902,CUST0028740,1460713.86,18,13.97,2024-05-25,Indore,>15L,650-850,affiliate
LN00022903,CUST0019035,245063.97,18,13.99,2025-06-23,Mumbai,3-6L,650-850,referral
LN00022904,CUST0023486,241957.87,18,19.94,2024-08-14,Nagpur,6-10L,600-650,affiliate
LN00022905,CUST0019448,73917.98,24,11.67,2024-10-01,Kolkata,3-6L,650-850,referral
LN00022906,CUST0016808,54570.69,18,10.51,2024-04-24,Chennai,3-6L,650-850,referral
LN00022907,CUST0016639,216065.46,24,19.22,2024-11-18,Bhopal,6-10L,600-650,organic
LN00022908,CUST0027872,340189.59,36,26.66,2024-03-29,Bengaluru,6-10L,300-550,app_store
LN00022909,CUST0001019,689973.29,36,15.88,2024-04-11,Bengaluru,6-10L,650-850,organic
LN00022910,CUST0000650,763727.77,36,21.15,2024-02-06,Chennai,10-15L,550-600,DSA
LN00022911,CUST0006345,607193.45,36,16.82,2025-03-18,Ahmedabad,6-10L,600-650,DSA
LN00022912,CUST0029034,1806578.98,12,17.36,2025-01-19,Hyderabad,>15L,600-650,organic
LN00022913,CUST0020033,1156862.97,18,16.02,2025-05-02,Jaipur,10-15L,600-650,affiliate
LN00022914,CUST0006563,2198354.21,18,11.12,2025-04-21,Kolkata,>15L,650-850,DSA
LN00022915,CUST0022776,748808.26,24,22.41,2024-06-21,Kolkata,10-15L,550-600,organic
LN00022916,CUST0022375,507519.47,18,15.67,2024-01-06,Bengaluru,6-10L,600-650,app_store
LN00022917,CUST0010974,644984.24,18,20.98,2025-03-24,Chennai,6-10L,550-600,app_store
LN00022918,CUST0017755,669950.81,18,18.45,2025-02-05,Hyderabad,10-15L,600-650,DSA
LN00022919,CUST0019792,791975.74,18,22.76,2024-12-20,Hyderabad,10-15L,550-600,DSA
LN00022920,CUST0025027,982755.25,18,11.57,2025-05-05,Delhi,10-15L,650-850,organic
LN00022921,CUST0017317,1192212.71,12,15.57,2025-03-12,Kolkata,10-15L,650-850,referral
LN00022922,CUST0020447,1516397.09,12,14.32,2024-08-16,Hyderabad,>15L,650-850,organic
LN00022923,CUST0006278,127517.83,24,14.57,2025-01-01,Kochi,3-6L,650-850,DSA
LN00022924,CUST0020229,592489.72,12,18.91,2025-02-13,Lucknow,6-10L,550-600,affiliate
LN00022925,CUST0025367,626827.63,18,17.84,2025-04-01,Pune,6-10L,600-650,organic
LN00022926,CUST0028101,137333.11,18,23.89,2024-10-12,Chennai,3-6L,300-550,organic
LN00022927,CUST0021654,1289449.44,12,16.32,2025-01-26,Kolkata,>15L,600-650,affiliate
LN00022928,CUST0010577,1316830.88,24,18.06,2024-04-19,Chennai,10-15L,600-650,DSA
LN00022929,CUST0020464,218139.9,18,21.36,2024-07-16,Vadodara,3-6L,550-600,affiliate
LN00022930,CUST0026006,404002.34,12,22.61,2024-04-03,Hyderabad,6-10L,550-600,referral
LN00022931,CUST0012858,1416950.2,24,10.5,2024-06-05,Hyderabad,10-15L,650-850,organic
LN00022932,CUST0021843,74996.58,24,16.99,2024-12-14,Nagpur,<3L,600-650,referral
LN00022933,CUST0001933,569654.56,24,15.46,2024-12-31,Coimbatore,6-10L,650-850,organic
LN00022934,CUST0002713,283942.06,18,15.54,2025-01-12,Surat,3-6L,600-650,DSA
LN00022935,CUST0015084,1578171.84,12,21.48,2025-06-05,Delhi,>15L,550-600,affiliate
LN00022936,CUST0013435,1319973.19,12,12.03,2024-04-05,Coimbatore,10-15L,650-850,referral
LN00022937,CUST0028326,189155.95,36,10.94,2024-04-18,Bhopal,3-6L,650-850,DSA
LN00022938,CUST0027292,1116392.93,24,13.82,2025-01-30,Hyderabad,>15L,650-850,DSA
LN00022939,CUST0010300,1809797.03,36,18.3,2024-03-14,Mumbai,>15L,600-650,organic
LN00022940,CUST0010058,210143.1,12,18.74,2024-06-01,Nagpur,6-10L,600-650,referral
LN00022941,CUST0018986,245045.49,12,12.68,2024-01-14,Hyderabad,3-6L,650-850,organic
LN00022942,CUST0028012,1111800.87,18,15.56,2024-11-27,Pune,10-15L,650-850,affiliate
LN00022943,CUST0015274,67618.87,12,11.27,2024-12-04,Delhi,3-6L,650-850,organic
LN00022944,CUST0022388,457824.23,36,12.08,2025-07-04,Jaipur,6-10L,650-850,DSA
LN00022945,CUST0010858,20412.31,18,27.02,2024-01-14,Mumbai,<3L,300-550,organic
LN00022946,CUST0019623,444317.07,18,10.32,2025-01-21,Pune,6-10L,650-850,organic
LN00022947,CUST0009581,687960.69,18,19.28,2024-12-23,Patna,6-10L,600-650,organic
LN00022948,CUST0020354,938795.57,18,16.99,2024-05-06,Lucknow,10-15L,600-650,referral
LN00022949,CUST0024842,22827.24,24,29.18,2024-04-03,Coimbatore,<3L,300-550,affiliate
LN00022950,CUST0009657,230060.68,12,16.1,2024-08-10,Jaipur,6-10L,600-650,organic
LN00022951,CUST0001339,544620.05,36,15.57,2024-02-12,Surat,10-15L,650-850,affiliate
LN00022952,CUST0020702,19437.52,24,18.74,2024-12-23,Chennai,<3L,600-650,affiliate
LN00022953,CUST0023516,581804.74,12,17.92,2024-06-01,Hyderabad,10-15L,600-650,organic
LN00022954,CUST0020411,51531.33,24,15.88,2025-06-05,Chennai,3-6L,600-650,affiliate
LN00022955,CUST0007583,832119.25,24,24.53,2024-04-27,Delhi,10-15L,300-550,affiliate
LN00022956,CUST0016191,354642.19,24,11.82,2024-08-19,Hyderabad,6-10L,650-850,DSA
LN00022957,CUST0009772,625010.69,24,19.88,2025-04-30,Kolkata,6-10L,550-600,affiliate
LN00022958,CUST0001264,77361.11,24,15.19,2024-11-07,Chennai,3-6L,600-650,organic
LN00022959,CUST0021265,230575.99,24,20.1,2024-11-24,Pune,3-6L,550-600,referral
LN00022960,CUST0028771,68931.1,12,12.45,2024-05-04,Pune,<3L,650-850,organic
LN00022961,CUST0020867,1175377.12,12,21.24,2025-06-10,Indore,>15L,550-600,affiliate
LN00022962,CUST0018743,252316.36,24,16.42,2024-08-02,Kolkata,6-10L,600-650,affiliate
LN00022963,CUST0015746,1135387.26,36,23.71,2024-06-13,Surat,>15L,550-600,affiliate
LN00022964,CUST0019799,848501.16,24,18.02,2025-04-08,Coimbatore,>15L,600-650,organic
LN00022965,CUST0003561,1291145.35,12,13.4,2024-08-03,Kolkata,>15L,650-850,referral
LN00022966,CUST0007527,421363.6,18,23.72,2024-05-29,Jaipur,6-10L,550-600,organic
LN00022967,CUST0002655,10102.54,12,19.12,2025-06-26,Surat,<3L,600-650,app_store
LN00022968,CUST0017370,2405164.52,36,28.81,2024-10-12,Pune,>15L,300-550,referral
LN00022969,CUST0018277,51718.66,18,23.7,2025-02-22,Bengaluru,3-6L,550-600,DSA
LN00022970,CUST0010927,553311.46,24,18.67,2025-06-02,Hyderabad,6-10L,600-650,DSA
LN00022971,CUST0008252,1659920.05,18,17.49,2024-06-08,Mumbai,>15L,600-650,referral
LN00022972,CUST0029640,289054.62,18,18.9,2025-02-22,Surat,6-10L,600-650,organic
LN00022973,CUST0000017,244064.1,18,25.94,2025-06-22,Hyderabad,3-6L,300-550,DSA
LN00022974,CUST0021009,577472.37,18,17.77,2024-04-14,Patna,6-10L,600-650,referral
LN00022975,CUST0006307,1445973.73,24,18.61,2025-04-30,Surat,>15L,550-600,DSA
LN00022976,CUST0017703,1844709.62,18,19.1,2024-09-11,Indore,>15L,550-600,DSA
LN00022977,CUST0023743,1135062.54,18,13.53,2025-06-20,Vadodara,10-15L,650-850,DSA
LN00022978,CUST0012614,1891981.28,36,17.5,2024-05-07,Kolkata,>15L,600-650,organic
LN00022979,CUST0000074,41080.37,18,13.96,2024-03-04,Bengaluru,<3L,650-850,app_store
LN00022980,CUST0004684,127550.22,12,10.7,2024-10-18,Kochi,3-6L,650-850,affiliate
LN00022981,CUST0013977,593252.65,18,20.03,2024-07-24,Visakhapatnam,6-10L,550-600,DSA
LN00022982,CUST0003639,22565.88,24,10.46,2025-06-27,Bengaluru,<3L,650-850,organic
LN00022983,CUST0028488,524565.76,18,11.18,2025-06-02,Indore,6-10L,650-850,organic
LN00022984,CUST0025741,39698.56,36,10.02,2024-09-08,Mumbai,<3L,650-850,affiliate
LN00022985,CUST0014622,622838.92,24,12.89,2025-03-04,Mumbai,6-10L,650-850,referral
LN00022986,CUST0029338,68968.77,24,18.33,2025-01-24,Surat,<3L,600-650,app_store
LN00022987,CUST0001051,222505.65,18,13.79,2024-04-30,Hyderabad,3-6L,650-850,app_store
LN00022988,CUST0014763,2529580.05,18,14.38,2024-06-27,Vadodara,>15L,650-850,organic
LN00022989,CUST0017573,214453.48,12,22.58,2025-04-03,Pune,3-6L,550-600,DSA
LN00022990,CUST0017261,13928.3,24,12.14,2025-01-20,Bhopal,<3L,650-850,referral
LN00022991,CUST0026261,194664.2,24,21.08,2025-04-25,Delhi,3-6L,550-600,referral
LN00022992,CUST0014618,860389.76,18,11.16,2024-08-25,Vadodara,10-15L,650-850,DSA
