loan_id,decline_rate_change,decline_spike_flag,avg_amount_change_pct,amount_drop_flag,upi_share_change_pp,upi_shift_flag,category_count_change,diversity_drop_flag,signals_firing,customer_id,credit_score_band,income_band,city,tenure_months,loan_amount
LN00033585,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0008913,600-650,10-15L,Bengaluru,12,1497271.3
LN00033590,0.0,1,-0.41615169163739835,1,-1.0,1,0.0,0,3,CUST0015524,550-600,>15L,Patna,24,1021974.84
LN00033599,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005208,600-650,3-6L,Visakhapatnam,12,54793.73
LN00033600,0.0,1,-0.11748760999292007,0,-1.0,1,0.0,0,2,CUST0016095,600-650,10-15L,Chennai,12,1465118.98
LN00033603,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017782,550-600,>15L,Pune,24,1421444.38
LN00033605,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0016956,650-850,<3L,Ahmedabad,18,21704.04
LN00033617,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007066,300-550,3-6L,Hyderabad,24,51717.49
LN00033624,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002228,650-850,6-10L,Kolkata,12,583932.59
LN00033630,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0015291,550-600,3-6L,Jaipur,24,235525.63
LN00033635,0.0,1,1.1286848469977917,0,-1.0,1,0.0,0,2,CUST0012343,550-600,>15L,Kolkata,18,1401198.9
LN00033640,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002132,600-650,<3L,Lucknow,12,38611.75
LN00033642,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0026989,650-850,>15L,Chennai,24,2522548.67
LN00033647,-1.0,0,0.13477958041622135,0,0.0,0,0.0,0,0,CUST0003575,650-850,>15L,Visakhapatnam,12,1538265.24
LN00033662,0.0,1,-0.7189765513333934,1,0.0,0,0.0,0,2,CUST0017865,650-850,>15L,Delhi,24,2897090.84
LN00033663,0.0,1,inf,0,0.6666666666666666,0,3.0,0,1,CUST0025322,650-850,3-6L,Patna,24,216228.67
LN00033667,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005848,300-550,3-6L,Nagpur,18,73788.05
LN00033676,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007808,650-850,3-6L,Bengaluru,36,97012.47
LN00033680,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002535,650-850,6-10L,Pune,24,277528.89
LN00033687,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0017444,650-850,6-10L,Hyderabad,18,338144.59
LN00033688,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004379,550-600,>15L,Patna,12,1829229.98
LN00033689,0.0,1,0.007554656797283446,0,1.0,0,0.0,0,1,CUST0014569,650-850,<3L,Coimbatore,12,23130.47
LN00033710,0.0,1,4.1057780323291615,0,-1.0,1,-1.0,0,2,CUST0007721,300-550,6-10L,Bengaluru,12,207820.04
LN00033723,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023658,550-600,6-10L,Bengaluru,18,319218.51
LN00033724,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010626,300-550,6-10L,Chennai,12,668482.32
LN00033729,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0013551,600-650,6-10L,Nagpur,24,595147.33
LN00033731,0.0,1,-0.17629338729661193,0,0.0,0,0.0,0,1,CUST0007533,650-850,3-6L,Visakhapatnam,18,135432.52
LN00033758,0.0,1,2.002529579763362,0,0.0,0,0.0,0,1,CUST0013523,650-850,6-10L,Delhi,12,252822.29
LN00033759,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0028717,650-850,>15L,Pune,18,1288356.71
LN00033761,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020681,550-600,3-6L,Delhi,18,224640.13
LN00033770,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0007259,600-650,10-15L,Ahmedabad,36,1008643.58
LN00033775,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0027819,600-650,10-15L,Delhi,36,1176536.04
LN00033781,0.0,1,4.863372405635014,0,-1.0,1,0.0,0,2,CUST0018477,650-850,<3L,Indore,36,39205.12
LN00033782,0.0,1,0.022112875568478404,0,0.0,0,0.0,0,1,CUST0018941,650-850,10-15L,Vadodara,18,976110.8
LN00033791,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0012211,550-600,>15L,Pune,12,2411842.31
LN00033795,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0005268,600-650,3-6L,Mumbai,12,122434.52
LN00033798,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0002697,650-850,>15L,Indore,18,2912807.48
LN00033814,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0008066,600-650,3-6L,Bengaluru,12,236988.54
LN00033818,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004609,550-600,>15L,Jaipur,18,1069165.58
LN00033821,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0016158,650-850,3-6L,Pune,24,114217.19
LN00033836,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008502,550-600,6-10L,Indore,24,418322.87
LN00033845,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029085,550-600,6-10L,Kolkata,12,257692.03
LN00033846,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0011306,600-650,3-6L,Delhi,18,253341.02
LN00033848,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0028083,600-650,>15L,Patna,24,1000094.37
LN00033849,0.0,1,-0.12212886847195348,0,1.0,0,0.0,0,1,CUST0007977,600-650,3-6L,Mumbai,18,236718.48
LN00033853,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0008540,550-600,6-10L,Vadodara,36,695024.02
LN00033855,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0004382,600-650,6-10L,Vadodara,12,406556.3
LN00033863,0.0,1,inf,0,0.5,0,1.0,0,1,CUST0009161,600-650,10-15L,Vadodara,18,1168818.23
LN00033868,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0001159,650-850,6-10L,Vadodara,12,650565.5
LN00033872,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018965,600-650,6-10L,Bhopal,12,388662.36
LN00033885,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0017619,650-850,6-10L,Patna,36,363385.82
LN00033887,0.0,1,-0.42067481765230624,1,-0.5,1,1.0,0,3,CUST0019494,650-850,10-15L,Bengaluru,18,852714.76
LN00033895,0.5,1,-0.8013413345327819,1,-0.5,1,1.0,0,3,CUST0014301,650-850,10-15L,Jaipur,12,1035770.42
LN00033900,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0026623,300-550,10-15L,Hyderabad,36,1490745.69
LN00033908,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023383,550-600,3-6L,Coimbatore,36,150711.76
LN00033926,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0026413,650-850,10-15L,Mumbai,12,521764.54
LN00033933,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007857,300-550,<3L,Surat,18,11922.64
LN00033934,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023513,600-650,6-10L,Hyderabad,36,479840.05
LN00033937,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007223,550-600,3-6L,Patna,12,178452.42
LN00033946,0.0,1,19.79294399725981,0,0.0,0,0.0,0,1,CUST0012256,600-650,6-10L,Delhi,36,506411.67
LN00033950,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003908,600-650,6-10L,Pune,18,268953.35
LN00033956,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017025,600-650,10-15L,Vadodara,18,1368520.38
LN00033967,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0016786,650-850,3-6L,Delhi,12,136455.38
LN00033968,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0019898,600-650,10-15L,Surat,12,1078431.77
LN00033981,0.0,1,1.7233283630090932,0,0.0,0,0.0,0,1,CUST0028913,650-850,>15L,Kolkata,12,1940180.44
LN00033993,0.0,1,1.0697987503883462,0,0.0,0,0.0,0,1,CUST0011758,650-850,10-15L,Ahmedabad,18,692143.52
LN00033994,0.0,1,4.723934702811152,0,0.0,0,0.0,0,1,CUST0010204,600-650,3-6L,Lucknow,24,297968.56
LN00034002,0.0,1,-0.8808603668660792,1,0.0,0,0.0,0,2,CUST0005925,650-850,<3L,Patna,24,40305.1
LN00034003,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0011050,600-650,3-6L,Kolkata,18,279054.46
LN00034016,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0027769,650-850,<3L,Patna,18,42664.17
LN00034022,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0029340,650-850,3-6L,Hyderabad,12,286894.5
LN00034023,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029591,650-850,<3L,Surat,12,53710.3
LN00034026,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007691,550-600,>15L,Kolkata,12,1522221.63
LN00034027,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022257,600-650,10-15L,Mumbai,18,761422.17
LN00034034,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009114,650-850,3-6L,Lucknow,18,282587.27
LN00034039,0.0,1,-0.953837119968246,1,1.0,0,0.0,0,2,CUST0028322,650-850,10-15L,Vadodara,18,805743.26
LN00034044,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014009,650-850,10-15L,Indore,24,1285549.9
LN00034045,-1.0,0,-0.09784429800067024,0,0.0,0,0.0,0,0,CUST0000672,650-850,6-10L,Bengaluru,36,485375.5
LN00034047,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017137,550-600,3-6L,Delhi,18,221390.76
LN00034051,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0028019,300-550,10-15L,Lucknow,36,580236.81
LN00034053,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0014089,650-850,3-6L,Bengaluru,24,151029.2
LN00034058,0.0,1,0.7522966995576725,0,-1.0,1,0.0,0,2,CUST0025760,600-650,3-6L,Bengaluru,12,275353.67
LN00034061,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014476,650-850,>15L,Indore,18,2184165.31
LN00034062,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0002148,550-600,3-6L,Delhi,12,162697.97
LN00034064,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0006455,550-600,3-6L,Jaipur,24,259702.69
LN00034067,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007415,600-650,6-10L,Lucknow,12,334692.19
LN00034078,0.0,1,-0.23197103819878778,0,-0.5,1,1.0,0,2,CUST0008371,650-850,10-15L,Bengaluru,24,652987.84
LN00034083,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0004539,550-600,6-10L,Hyderabad,24,496332.07
LN00034085,0.0,1,2.995135871327583,0,0.0,0,0.0,0,1,CUST0013573,300-550,6-10L,Bhopal,24,392771.37
LN00034087,0.0,1,5.673614225272476,0,0.0,0,0.0,0,1,CUST0020142,550-600,6-10L,Delhi,12,372789.59
LN00034088,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009068,550-600,>15L,Visakhapatnam,12,968111.63
LN00034091,0.0,1,-0.8769541078052049,1,-0.5,1,1.0,0,3,CUST0005635,600-650,3-6L,Chennai,18,70699.68
LN00034093,0.0,1,-0.7786310740158221,1,-1.0,1,0.0,0,3,CUST0022581,550-600,<3L,Pune,12,52874.96
LN00034094,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017754,550-600,>15L,Chennai,24,888493.47
LN00034108,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018493,650-850,6-10L,Coimbatore,24,508955.77
LN00034110,0.0,1,-0.7627256982030742,1,0.0,0,0.0,0,2,CUST0026477,600-650,6-10L,Pune,36,365001.66
LN00034119,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0011173,600-650,10-15L,Delhi,24,1133706.85
LN00034125,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0012312,650-850,10-15L,Chennai,18,865179.29
LN00034128,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003184,600-650,>15L,Delhi,24,1807922.14
LN00034136,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0000236,650-850,6-10L,Indore,18,504478.15
LN00034137,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0026153,600-650,3-6L,Delhi,12,184989.96
LN00034138,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005050,600-650,6-10L,Nagpur,12,417207.22
LN00034139,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0006131,600-650,6-10L,Jaipur,24,392919.01
LN00034143,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0029500,650-850,10-15L,Indore,18,1412045.86
LN00034146,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013209,300-550,6-10L,Surat,36,272043.49
LN00034148,1.0,1,-0.014176996683884061,0,0.0,0,1.0,0,1,CUST0003965,650-850,10-15L,Visakhapatnam,36,1279736.89
LN00034152,0.5,1,inf,0,0.5,0,2.0,0,1,CUST0014184,600-650,3-6L,Hyderabad,18,94193.46
LN00034168,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008545,600-650,10-15L,Bengaluru,12,616428.4
LN00034179,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0029392,550-600,<3L,Jaipur,12,55397.75
LN00034182,0.0,1,-0.8043435454913999,1,-1.0,1,-1.0,0,3,CUST0025125,550-600,6-10L,Patna,12,697738.51
LN00034187,0.5,1,inf,0,0.5,0,2.0,0,1,CUST0003911,650-850,3-6L,Bengaluru,18,145501.63
LN00034189,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0022754,600-650,>15L,Hyderabad,18,2213259.9
LN00034190,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0011126,600-650,6-10L,Chennai,24,379304.43
LN00034191,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0025198,550-600,6-10L,Mumbai,18,414988.58
LN00034197,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0019610,300-550,>15L,Hyderabad,36,2999587.75
LN00034199,0.0,1,-0.6108131771916384,1,0.5,0,-1.0,0,2,CUST0006492,300-550,10-15L,Delhi,18,1405102.5
LN00034203,0.5,1,inf,0,1.0,0,2.0,0,1,CUST0019616,650-850,3-6L,Kolkata,18,232774.51
LN00034208,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018414,650-850,3-6L,Vadodara,24,71550.47
LN00034211,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0016647,650-850,10-15L,Lucknow,18,986951.94
LN00034212,0.0,1,0.2548014341881423,0,0.5,0,-1.0,0,1,CUST0012767,550-600,10-15L,Nagpur,24,740849.55
LN00034216,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0026297,550-600,6-10L,Kochi,18,519555.78
LN00034227,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0017207,600-650,6-10L,Kolkata,12,204211.4
LN00034228,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0004086,600-650,6-10L,Nagpur,12,560590.12
LN00034238,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024413,600-650,6-10L,Bengaluru,24,692341.81
LN00034244,0.0,1,-0.3597440782301314,1,-1.0,1,0.0,0,3,CUST0003673,650-850,10-15L,Delhi,18,952178.43
LN00034248,0.0,1,2.8361070911722144,0,1.0,0,0.0,0,1,CUST0013121,300-550,3-6L,Ahmedabad,12,267945.56
LN00034252,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009690,300-550,10-15L,Bhopal,12,515949.68
LN00034258,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021582,650-850,<3L,Hyderabad,12,26880.26
LN00034260,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018482,300-550,>15L,Kolkata,18,2663196.76
LN00034261,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0027564,650-850,6-10L,Mumbai,36,471104.53
LN00034263,0.0,1,3.220985368037608,0,0.0,0,0.0,0,1,CUST0024830,550-600,<3L,Delhi,12,67643.98
LN00034265,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0011997,650-850,3-6L,Nagpur,18,198313.66
LN00034270,0.0,1,-0.9383214272807219,1,0.0,0,0.0,0,2,CUST0024898,550-600,6-10L,Ahmedabad,36,471876.88
LN00034272,0.0,1,12.269382352056319,0,0.0,0,0.0,0,1,CUST0013066,650-850,6-10L,Surat,24,314674.63
LN00034275,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020033,650-850,3-6L,Hyderabad,18,279712.66
LN00034279,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013170,550-600,6-10L,Mumbai,36,249621.44
LN00034283,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007763,300-550,3-6L,Delhi,36,274227.19
LN00034294,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024179,300-550,10-15L,Ahmedabad,24,615474.35
LN00034296,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020650,650-850,6-10L,Visakhapatnam,18,457220.81
LN00034300,0.0,1,2.9482914482010485,0,0.0,0,0.0,0,1,CUST0029193,600-650,10-15L,Jaipur,24,1042722.17
LN00034314,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009484,650-850,6-10L,Delhi,24,613351.4
LN00034316,1.0,1,inf,0,1.0,0,1.0,0,1,CUST0020398,550-600,10-15L,Ahmedabad,18,517154.84
LN00034327,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008162,650-850,10-15L,Bhopal,18,686211.65
LN00034339,0.0,1,0.9120962933174322,0,0.5,0,-1.0,0,1,CUST0003443,650-850,>15L,Hyderabad,18,1347051.38
LN00034354,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0019834,600-650,10-15L,Pune,24,841647.7
LN00034358,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0007035,650-850,10-15L,Mumbai,24,1005143.34
LN00034364,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024378,600-650,<3L,Hyderabad,12,15107.4
LN00034384,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004357,550-600,>15L,Pune,24,2781754.09
LN00034387,0.0,1,0.12770432692307693,0,0.0,0,0.0,0,1,CUST0003135,550-600,3-6L,Ahmedabad,24,256548.07
LN00034397,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0012695,600-650,6-10L,Chennai,12,430574.05
LN00034403,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0027545,600-650,6-10L,Pune,18,434508.42
LN00034406,0.0,1,-0.837073576322543,1,1.0,0,0.0,0,2,CUST0004894,650-850,>15L,Hyderabad,12,866441.29
LN00034407,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0029496,650-850,6-10L,Coimbatore,12,312444.3
LN00034413,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0014124,650-850,10-15L,Jaipur,24,562108.56
LN00034414,0.0,1,-0.8354014198178998,1,-1.0,1,0.0,0,3,CUST0011590,600-650,6-10L,Kochi,18,445668.24
LN00034415,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021941,650-850,6-10L,Pune,24,661048.69
LN00034417,0.0,1,inf,0,0.3333333333333333,0,3.0,0,1,CUST0018553,600-650,>15L,Delhi,18,1085053.65
LN00034420,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0016449,550-600,<3L,Delhi,36,18356.5
LN00034421,1.0,1,-0.9243637549600479,1,-1.0,1,0.0,0,3,CUST0004716,550-600,10-15L,Bengaluru,18,615635.11
LN00034427,1.0,1,-0.4075386559882821,1,0.5,0,-1.0,0,2,CUST0010764,550-600,<3L,Pune,18,62566.98
LN00034429,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0028930,650-850,<3L,Pune,24,71070.06
LN00034438,0.0,1,0.19255136024040082,0,-1.0,1,-1.0,0,2,CUST0023058,650-850,10-15L,Vadodara,36,719419.45
LN00034451,0.0,1,inf,0,1.0,0,3.0,0,1,CUST0025948,600-650,<3L,Coimbatore,12,72180.02
LN00034454,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0028932,650-850,10-15L,Ahmedabad,36,1144159.95
LN00034458,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0021318,650-850,6-10L,Nagpur,24,282412.24
LN00034460,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0009373,650-850,3-6L,Hyderabad,18,109920.07
LN00034462,-1.0,0,-0.3495728848261841,1,0.0,0,0.0,0,1,CUST0011992,650-850,3-6L,Hyderabad,18,147205.26
LN00034465,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0006646,600-650,6-10L,Jaipur,18,357609.13
LN00034471,0.0,1,1.1056306749091656,0,-0.5,1,1.0,0,2,CUST0022246,650-850,3-6L,Visakhapatnam,18,52347.4
LN00034481,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0023854,600-650,6-10L,Chennai,18,527653.46
LN00034483,1.0,1,inf,0,0.0,0,1.0,0,1,CUST0021269,600-650,3-6L,Nagpur,24,95709.57
LN00034498,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0004379,300-550,<3L,Bengaluru,24,48213.12
LN00034507,0.0,1,-0.6869373465490588,1,-1.0,1,0.0,0,3,CUST0007771,650-850,3-6L,Vadodara,12,174342.03
LN00034510,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0003789,650-850,3-6L,Kochi,18,86728.14
LN00034511,0.0,1,1.5672885601254711,0,0.0,0,0.0,0,1,CUST0014264,550-600,>15L,Delhi,18,2258004.39
LN00034512,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0000853,650-850,>15L,Delhi,24,1539247.47
LN00034513,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0021588,650-850,10-15L,Delhi,18,1419131.1
LN00034519,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0025352,550-600,10-15L,Kolkata,18,1361555.11
LN00034520,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0000836,550-600,3-6L,Chennai,18,270379.25
LN00034524,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0012326,550-600,>15L,Chennai,12,991441.57
LN00034534,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0020430,300-550,6-10L,Mumbai,36,575522.01
LN00034548,0.0,1,24.960486719874392,0,-1.0,1,0.0,0,2,CUST0024046,650-850,3-6L,Hyderabad,18,79451.09
LN00034549,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018866,650-850,>15L,Bengaluru,24,2117856.91
LN00034557,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024805,650-850,3-6L,Patna,18,288554.95
LN00034566,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0024168,550-600,3-6L,Delhi,12,228103.27
LN00034583,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014989,300-550,>15L,Kochi,24,1322552.38
LN00034587,0.0,1,6.034961900493053,0,0.0,0,0.0,0,1,CUST0002568,650-850,10-15L,Indore,24,574897.53
LN00034588,0.0,1,-0.9659269482330091,1,0.0,0,0.0,0,2,CUST0000905,650-850,6-10L,Patna,36,626839.97
LN00034589,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0015542,650-850,10-15L,Lucknow,18,655229.01
LN00034596,0.0,1,0.19591724354940207,0,0.0,0,0.0,0,1,CUST0007913,550-600,<3L,Coimbatore,18,56535.84
LN00034600,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0025474,650-850,3-6L,Bengaluru,24,183377.34
LN00034601,0.0,1,0.5997282669220663,0,-0.5,1,-1.0,0,2,CUST0002914,650-850,6-10L,Kochi,24,309862.42
LN00034602,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0005709,650-850,>15L,Mumbai,36,1715361.17
LN00034608,0.0,1,0.6121623099639067,0,-1.0,1,0.0,0,2,CUST0010786,650-850,6-10L,Kochi,24,312647.1
LN00034639,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0010772,550-600,3-6L,Bhopal,18,167860.98
LN00034653,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0013437,650-850,3-6L,Chennai,18,67551.8
LN00034656,0.0,1,3.094424423057513,0,1.0,0,0.0,0,1,CUST0020538,600-650,>15L,Pune,18,1373394.52
LN00034660,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0019652,600-650,10-15L,Bengaluru,36,1153680.07
LN00034664,0.0,1,-0.48787128712871286,1,0.0,0,0.0,0,2,CUST0029590,650-850,>15L,Hyderabad,36,2758079.02
LN00034670,0.0,1,-0.3581545222882889,1,1.0,0,0.0,0,2,CUST0029256,300-550,6-10L,Patna,12,402062.81
LN00034676,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0029340,300-550,3-6L,Coimbatore,36,135909.28
LN00034677,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0008850,650-850,<3L,Bengaluru,18,62591.19
LN00034689,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0017100,300-550,6-10L,Kolkata,18,562193.64
LN00034697,0.0,1,-0.9813436941855642,1,-1.0,1,0.0,0,3,CUST0024610,550-600,<3L,Lucknow,24,34890.88
LN00034707,0.0,1,-0.9444975964325169,1,1.0,0,0.0,0,2,CUST0009602,650-850,3-6L,Coimbatore,12,116191.75
LN00034718,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0020216,300-550,3-6L,Ahmedabad,24,234829.82
LN00034719,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0000055,650-850,6-10L,Indore,36,421511.92
LN00034726,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0007033,550-600,6-10L,Patna,24,652947.62
LN00034727,0.0,1,-0.9217349352589641,1,0.0,0,0.0,0,2,CUST0005415,300-550,3-6L,Hyderabad,12,152644.92
LN00034742,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0019825,600-650,6-10L,Surat,18,232952.17
LN00034751,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0000734,600-650,>15L,Bengaluru,36,2636460.01
LN00034752,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0028591,600-650,3-6L,Mumbai,12,75113.83
LN00034754,0.0,1,inf,0,0.0,0,1.0,0,1,CUST0018631,300-550,>15L,Chennai,12,2043666.05
LN00034758,0.5,1,inf,0,1.0,0,2.0,0,1,CUST0004666,650-850,10-15L,Indore,36,830258.56
LN00034761,0.0,1,-0.650623058521084,1,0.0,0,0.0,0,2,CUST0006665,300-550,>15L,Hyderabad,12,1041773.03
LN00034766,0.0,1,13.572697932201129,0,0.5,0,-1.0,0,1,CUST0017929,650-850,10-15L,Chennai,36,790011.61
LN00034775,0.0,1,inf,0,0.5,0,2.0,0,1,CUST0028639,650-850,10-15L,Patna,24,979888.64
LN00034776,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0001170,300-550,6-10L,Ahmedabad,24,245847.89
LN00034779,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0018103,300-550,6-10L,Pune,12,380573.94
LN00034780,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0014996,600-650,10-15L,Pune,24,1029879.3
LN00034781,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0022783,550-600,>15L,Kolkata,24,1740916.84
LN00034782,0.0,1,17.90704699648393,0,-1.0,1,0.0,0,2,CUST0022185,650-850,3-6L,Ahmedabad,18,218433.87
LN00034783,0.0,1,0.6249149043634846,0,-1.0,1,0.0,0,2,CUST0011647,600-650,10-15L,Chennai,36,978591.69
LN00034786,0.0,1,inf,0,1.0,0,2.0,0,1,CUST0020410,550-600,>15L,Bengaluru,24,2693180.71
LN00034789,0.0,1,inf,0,1.0,0,1.0,0,1,CUST0013222,550-600,3-6L,Kochi,24,68134.6
