loan_id,customer_id,credit_score_band,income_band,city,city_tier,loan_amount,tenure_months,latest_dpd,had_recent_partial,signals_firing,decline_spike_flag,upi_shift_flag,amount_drop_flag,diversity_drop_flag,risk_score,score_reason,risk_tier
LN00019270,CUST0005797,600-650,3-6L,Bhopal,tier2,50443.04,18,90,True,2.0,1.0,0.0,1.0,0.0,8,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | signals_2_firing(+1) | recent_partial_pay(+2),High
LN00019271,CUST0016991,550-600,3-6L,Delhi,tier1,248268.67,18,0,False,0.0,,,,,2,band_550_600(+1) | income_3_6L(+1),Low
LN00019272,CUST0006148,550-600,3-6L,Vadodara,tier2,94068.85,18,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00019273,CUST0016113,600-650,>15L,Kolkata,tier1,1542611.38,24,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00019274,CUST0029904,300-550,6-10L,Hyderabad,tier1,320347.43,18,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00019275,CUST0003798,550-600,6-10L,Pune,tier1,377379.91,18,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00019276,CUST0025195,550-600,>15L,Lucknow,tier2,1895309.08,24,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | tier2_city(+1) | signals_1_firing(+1),Low
LN00019277,CUST0005443,600-650,>15L,Nagpur,tier2,1537804.85,24,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00019278,CUST0013491,650-850,10-15L,Chennai,tier1,811914.97,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019279,CUST0007751,300-550,10-15L,Visakhapatnam,tier2,1157557.11,24,0,False,0.0,,,,,3,band_300_550(+2) | tier2_city(+1),Low
LN00019280,CUST0021436,300-550,>15L,Kolkata,tier1,1546163.73,24,0,False,1.0,1.0,0.0,0.0,0.0,3,band_300_550(+2) | signals_1_firing(+1),Low
LN00019281,CUST0019316,600-650,>15L,Patna,tier2,1416017.65,18,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00019282,CUST0010896,600-650,6-10L,Mumbai,tier1,681769.61,18,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019283,CUST0004366,650-850,>15L,Bhopal,tier2,1870715.35,36,0,False,0.0,,,,,2,tier2_city(+1) | long_tenure(+1),Low
LN00019284,CUST0009214,550-600,10-15L,Jaipur,tier2,713787.9,12,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019285,CUST0010596,300-550,6-10L,Ahmedabad,tier2,225694.15,18,0,False,0.0,,,,,3,band_300_550(+2) | tier2_city(+1),Low
LN00019286,CUST0023614,550-600,6-10L,Chennai,tier1,330170.22,36,0,False,0.0,,,,,2,band_550_600(+1) | long_tenure(+1),Low
LN00019287,CUST0004377,600-650,10-15L,Jaipur,tier2,906539.52,24,90,True,0.0,,,,,6,band_600_650(+3) | tier2_city(+1) | recent_partial_pay(+2),Medium
LN00019288,CUST0009104,650-850,6-10L,Kochi,tier2,336245.08,12,30,False,2.0,1.0,0.0,1.0,0.0,2,tier2_city(+1) | signals_2_firing(+1),Low
LN00019289,CUST0017843,600-650,10-15L,Kolkata,tier1,1366659.0,24,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00019290,CUST0004407,650-850,3-6L,Delhi,tier1,243613.41,24,0,False,1.0,1.0,0.0,0.0,0.0,2,income_3_6L(+1) | signals_1_firing(+1),Low
LN00019291,CUST0013545,550-600,>15L,Nagpur,tier2,2521673.93,24,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019292,CUST0025562,650-850,3-6L,Pune,tier1,113655.64,18,1,False,0.0,,,,,3,income_3_6L(+1) | dpd_1_29(+2),Low
LN00019293,CUST0002241,600-650,3-6L,Kolkata,tier1,77516.17,12,0,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00019294,CUST0029076,650-850,>15L,Bhopal,tier2,1405465.19,18,7,False,0.0,,,,,3,tier2_city(+1) | dpd_1_29(+2),Low
LN00019295,CUST0005085,300-550,3-6L,Jaipur,tier2,110727.35,18,7,False,0.0,,,,,6,band_300_550(+2) | income_3_6L(+1) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00019296,CUST0008642,300-550,10-15L,Ahmedabad,tier2,1451547.96,12,0,False,3.0,1.0,1.0,1.0,0.0,6,band_300_550(+2) | tier2_city(+1) | signals_3_firing(+3),Medium
LN00019297,CUST0008216,650-850,3-6L,Kochi,tier2,205754.16,18,0,False,0.0,,,,,2,income_3_6L(+1) | tier2_city(+1),Low
LN00019298,CUST0025587,600-650,>15L,Mumbai,tier1,1780550.34,12,0,False,1.0,1.0,0.0,0.0,0.0,4,band_600_650(+3) | signals_1_firing(+1),Medium
LN00019299,CUST0015124,300-550,3-6L,Hyderabad,tier1,269238.61,36,0,False,3.0,1.0,1.0,1.0,0.0,7,band_300_550(+2) | income_3_6L(+1) | long_tenure(+1) | signals_3_firing(+3),High
LN00019300,CUST0018718,600-650,<3L,Coimbatore,tier2,77706.38,24,30,True,1.0,1.0,0.0,0.0,0.0,9,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00019301,CUST0028980,650-850,>15L,Bhopal,tier2,1215888.73,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019302,CUST0004322,300-550,3-6L,Bengaluru,tier1,288849.66,12,90,True,0.0,,,,,5,band_300_550(+2) | income_3_6L(+1) | recent_partial_pay(+2),Medium
LN00019303,CUST0020504,600-650,>15L,Bengaluru,tier1,1332676.13,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019304,CUST0003319,600-650,10-15L,Patna,tier2,990175.28,18,90,True,2.0,1.0,0.0,1.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_2_firing(+1) | recent_partial_pay(+2),High
LN00019305,CUST0019788,650-850,<3L,Jaipur,tier2,78633.75,36,0,False,0.0,,,,,4,income_lt3L(+2) | tier2_city(+1) | long_tenure(+1),Medium
LN00019306,CUST0013122,550-600,6-10L,Vadodara,tier2,582192.96,36,0,False,0.0,,,,,3,band_550_600(+1) | tier2_city(+1) | long_tenure(+1),Low
LN00019307,CUST0013164,600-650,<3L,Coimbatore,tier2,42821.34,36,0,False,0.0,,,,,7,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1) | long_tenure(+1),High
LN00019308,CUST0011962,650-850,3-6L,Mumbai,tier1,69796.73,24,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00019309,CUST0008208,600-650,6-10L,Visakhapatnam,tier2,302822.12,12,90,True,3.0,1.0,1.0,1.0,0.0,9,band_600_650(+3) | tier2_city(+1) | signals_3_firing(+3) | recent_partial_pay(+2),High
LN00019310,CUST0019036,600-650,6-10L,Nagpur,tier2,622562.38,36,0,False,1.0,1.0,0.0,0.0,0.0,6,band_600_650(+3) | tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Medium
LN00019311,CUST0022340,550-600,>15L,Patna,tier2,1267427.9,18,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | tier2_city(+1) | signals_1_firing(+1),Low
LN00019312,CUST0010595,600-650,3-6L,Ahmedabad,tier2,288692.9,12,90,True,0.0,,,,,7,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | recent_partial_pay(+2),High
LN00019313,CUST0016425,300-550,3-6L,Hyderabad,tier1,92317.03,24,0,False,1.0,1.0,0.0,0.0,0.0,4,band_300_550(+2) | income_3_6L(+1) | signals_1_firing(+1),Medium
LN00019314,CUST0021191,550-600,6-10L,Lucknow,tier2,368883.91,24,30,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019315,CUST0004334,600-650,3-6L,Pune,tier1,199202.21,24,0,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00019316,CUST0000517,550-600,10-15L,Kochi,tier2,962186.46,18,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019317,CUST0015572,600-650,6-10L,Jaipur,tier2,556559.34,18,90,True,1.0,1.0,0.0,0.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00019318,CUST0025620,600-650,>15L,Mumbai,tier1,1916268.2,12,15,True,0.0,,,,,7,band_600_650(+3) | recent_partial_pay(+2) | dpd_1_29(+2),High
LN00019319,CUST0017413,600-650,6-10L,Surat,tier2,415383.66,36,0,False,0.0,,,,,5,band_600_650(+3) | tier2_city(+1) | long_tenure(+1),Medium
LN00019320,CUST0023930,650-850,6-10L,Mumbai,tier1,626294.12,24,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019321,CUST0009839,650-850,10-15L,Kochi,tier2,1294242.12,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019322,CUST0012785,550-600,10-15L,Pune,tier1,1141165.93,18,0,False,1.0,1.0,0.0,0.0,0.0,2,band_550_600(+1) | signals_1_firing(+1),Low
LN00019323,CUST0009591,600-650,10-15L,Visakhapatnam,tier2,875784.04,12,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00019324,CUST0021337,550-600,3-6L,Mumbai,tier1,290256.63,24,0,False,0.0,,,,,2,band_550_600(+1) | income_3_6L(+1),Low
LN00019325,CUST0015948,650-850,6-10L,Pune,tier1,261246.68,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00019326,CUST0007626,650-850,6-10L,Bengaluru,tier1,394837.78,18,90,False,0.0,,,,,0,no_risk_factors,Low
LN00019327,CUST0010398,650-850,6-10L,Ahmedabad,tier2,567418.54,12,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019328,CUST0007646,650-850,3-6L,Pune,tier1,138434.54,24,0,False,2.0,1.0,0.0,1.0,0.0,2,income_3_6L(+1) | signals_2_firing(+1),Low
LN00019329,CUST0014756,650-850,10-15L,Jaipur,tier2,507548.34,24,7,False,0.0,,,,,3,tier2_city(+1) | dpd_1_29(+2),Low
LN00019330,CUST0025109,550-600,<3L,Chennai,tier1,10527.51,24,0,False,0.0,,,,,3,band_550_600(+1) | income_lt3L(+2),Low
LN00019331,CUST0012722,650-850,3-6L,Mumbai,tier1,81285.43,36,0,False,0.0,,,,,2,income_3_6L(+1) | long_tenure(+1),Low
LN00019332,CUST0016745,550-600,3-6L,Delhi,tier1,77548.01,12,1,False,0.0,,,,,4,band_550_600(+1) | income_3_6L(+1) | dpd_1_29(+2),Medium
LN00019333,CUST0022380,600-650,3-6L,Vadodara,tier2,178308.21,12,60,False,0.0,,,,,5,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1),Medium
LN00019334,CUST0020818,550-600,3-6L,Nagpur,tier2,212754.01,24,30,True,3.0,1.0,1.0,1.0,0.0,8,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1) | signals_3_firing(+3) | recent_partial_pay(+2),High
LN00019335,CUST0011502,550-600,10-15L,Bhopal,tier2,1248108.35,18,1,False,0.0,,,,,4,band_550_600(+1) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00019336,CUST0008515,650-850,>15L,Delhi,tier1,2715549.7,24,7,False,1.0,1.0,0.0,0.0,0.0,3,signals_1_firing(+1) | dpd_1_29(+2),Low
LN00019337,CUST0000390,650-850,6-10L,Mumbai,tier1,354792.2,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019338,CUST0009921,650-850,3-6L,Mumbai,tier1,217651.14,18,1,False,1.0,1.0,0.0,0.0,0.0,4,income_3_6L(+1) | signals_1_firing(+1) | dpd_1_29(+2),Medium
LN00019339,CUST0002933,600-650,10-15L,Pune,tier1,835185.21,18,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00019340,CUST0015856,550-600,<3L,Pune,tier1,16455.57,18,0,False,0.0,,,,,3,band_550_600(+1) | income_lt3L(+2),Low
LN00019341,CUST0029046,600-650,<3L,Delhi,tier1,39658.97,18,0,False,1.0,1.0,0.0,0.0,0.0,6,band_600_650(+3) | income_lt3L(+2) | signals_1_firing(+1),Medium
LN00019342,CUST0029924,550-600,3-6L,Chennai,tier1,124757.3,24,0,False,0.0,,,,,2,band_550_600(+1) | income_3_6L(+1),Low
LN00019343,CUST0022746,650-850,6-10L,Pune,tier1,271714.16,18,0,False,2.0,1.0,0.0,1.0,0.0,1,signals_2_firing(+1),Low
LN00019344,CUST0002724,600-650,10-15L,Surat,tier2,1195943.31,36,90,False,0.0,,,,,5,band_600_650(+3) | tier2_city(+1) | long_tenure(+1),Medium
LN00019345,CUST0005108,300-550,>15L,Patna,tier2,2724791.77,12,0,False,0.0,,,,,3,band_300_550(+2) | tier2_city(+1),Low
LN00019346,CUST0011231,300-550,6-10L,Ahmedabad,tier2,331116.47,18,0,False,0.0,,,,,3,band_300_550(+2) | tier2_city(+1),Low
LN00019347,CUST0014523,650-850,6-10L,Mumbai,tier1,264180.84,18,90,False,0.0,,,,,0,no_risk_factors,Low
LN00019348,CUST0029210,600-650,3-6L,Lucknow,tier2,160293.44,24,90,True,1.0,1.0,0.0,0.0,0.0,8,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00019349,CUST0029837,650-850,6-10L,Delhi,tier1,492207.3,18,7,False,0.0,,,,,2,dpd_1_29(+2),Low
LN00019350,CUST0001961,550-600,>15L,Jaipur,tier2,1734962.92,36,0,False,0.0,,,,,3,band_550_600(+1) | tier2_city(+1) | long_tenure(+1),Low
LN00019351,CUST0022499,600-650,6-10L,Chennai,tier1,567342.14,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019352,CUST0003358,550-600,3-6L,Hyderabad,tier1,150779.92,12,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | income_3_6L(+1) | signals_1_firing(+1),Low
LN00019353,CUST0019047,550-600,3-6L,Pune,tier1,237718.58,18,0,False,2.0,1.0,0.0,1.0,0.0,3,band_550_600(+1) | income_3_6L(+1) | signals_2_firing(+1),Low
LN00019354,CUST0010742,600-650,6-10L,Chennai,tier1,595558.03,36,0,False,3.0,1.0,1.0,1.0,0.0,7,band_600_650(+3) | long_tenure(+1) | signals_3_firing(+3),High
LN00019355,CUST0004820,600-650,6-10L,Patna,tier2,288633.98,36,15,False,4.0,1.0,1.0,1.0,1.0,10,band_600_650(+3) | tier2_city(+1) | long_tenure(+1) | signals_4_firing(+3) | dpd_1_29(+2),High
LN00019356,CUST0014633,600-650,6-10L,Bengaluru,tier1,687950.52,18,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019357,CUST0025605,600-650,10-15L,Delhi,tier1,971295.6,18,0,False,2.0,1.0,0.0,1.0,0.0,4,band_600_650(+3) | signals_2_firing(+1),Medium
LN00019358,CUST0023411,600-650,6-10L,Patna,tier2,379876.42,18,1,False,2.0,1.0,0.0,1.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_2_firing(+1) | dpd_1_29(+2),High
LN00019359,CUST0008412,650-850,10-15L,Hyderabad,tier1,1346269.26,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019360,CUST0023707,650-850,>15L,Mumbai,tier1,2765643.99,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00019361,CUST0019630,650-850,>15L,Kolkata,tier1,1284352.39,18,0,False,2.0,1.0,0.0,1.0,0.0,1,signals_2_firing(+1),Low
LN00019362,CUST0020071,550-600,3-6L,Patna,tier2,259525.16,24,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00019363,CUST0004427,600-650,6-10L,Kolkata,tier1,240120.95,24,7,False,0.0,,,,,5,band_600_650(+3) | dpd_1_29(+2),Medium
LN00019364,CUST0022784,650-850,10-15L,Pune,tier1,1255618.89,18,0,False,1.0,1.0,0.0,0.0,0.0,1,signals_1_firing(+1),Low
LN00019365,CUST0023520,550-600,3-6L,Mumbai,tier1,127167.57,36,0,False,3.0,1.0,1.0,1.0,0.0,6,band_550_600(+1) | income_3_6L(+1) | long_tenure(+1) | signals_3_firing(+3),Medium
LN00019366,CUST0015981,650-850,10-15L,Nagpur,tier2,770439.11,36,30,False,1.0,1.0,0.0,0.0,0.0,3,tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Low
LN00019367,CUST0005857,550-600,3-6L,Chennai,tier1,278253.9,18,0,False,1.0,1.0,0.0,0.0,0.0,3,band_550_600(+1) | income_3_6L(+1) | signals_1_firing(+1),Low
LN00019368,CUST0020556,650-850,10-15L,Nagpur,tier2,677659.01,24,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019369,CUST0016479,650-850,3-6L,Kolkata,tier1,87731.9,36,30,False,0.0,,,,,2,income_3_6L(+1) | long_tenure(+1),Low
LN00019370,CUST0012757,550-600,10-15L,Pune,tier1,1250133.11,18,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00019371,CUST0028248,650-850,3-6L,Lucknow,tier2,290985.08,24,0,False,0.0,,,,,2,income_3_6L(+1) | tier2_city(+1),Low
LN00019372,CUST0023565,650-850,6-10L,Bengaluru,tier1,375526.76,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00019373,CUST0005025,650-850,3-6L,Hyderabad,tier1,222049.14,12,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00019374,CUST0001905,600-650,3-6L,Lucknow,tier2,277573.51,18,0,False,0.0,,,,,5,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1),Medium
LN00019375,CUST0004170,600-650,>15L,Patna,tier2,2968738.29,24,90,True,1.0,1.0,0.0,0.0,0.0,7,band_600_650(+3) | tier2_city(+1) | signals_1_firing(+1) | recent_partial_pay(+2),High
LN00019376,CUST0027925,650-850,3-6L,Kochi,tier2,137129.16,36,0,False,0.0,,,,,3,income_3_6L(+1) | tier2_city(+1) | long_tenure(+1),Low
LN00019377,CUST0025231,650-850,6-10L,Pune,tier1,228270.59,18,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019378,CUST0028419,650-850,10-15L,Mumbai,tier1,516012.24,36,0,False,2.0,1.0,0.0,1.0,0.0,2,long_tenure(+1) | signals_2_firing(+1),Low
LN00019379,CUST0025313,600-650,<3L,Kochi,tier2,28771.36,18,90,True,3.0,1.0,1.0,1.0,0.0,11,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1) | signals_3_firing(+3) | recent_partial_pay(+2),High
LN00019380,CUST0022763,600-650,3-6L,Kolkata,tier1,217820.3,12,90,True,0.0,,,,,6,band_600_650(+3) | income_3_6L(+1) | recent_partial_pay(+2),Medium
LN00019381,CUST0013593,600-650,3-6L,Delhi,tier1,198602.53,12,90,True,3.0,1.0,1.0,1.0,0.0,9,band_600_650(+3) | income_3_6L(+1) | signals_3_firing(+3) | recent_partial_pay(+2),High
LN00019382,CUST0010226,550-600,6-10L,Visakhapatnam,tier2,509227.78,36,0,False,3.0,1.0,1.0,1.0,0.0,6,band_550_600(+1) | tier2_city(+1) | long_tenure(+1) | signals_3_firing(+3),Medium
LN00019383,CUST0016312,650-850,>15L,Hyderabad,tier1,2086538.78,18,15,False,0.0,,,,,2,dpd_1_29(+2),Low
LN00019384,CUST0025289,600-650,10-15L,Surat,tier2,547910.11,18,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00019385,CUST0005745,300-550,>15L,Delhi,tier1,997120.04,12,0,False,0.0,,,,,2,band_300_550(+2),Low
LN00019386,CUST0010882,550-600,6-10L,Nagpur,tier2,445203.84,18,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019387,CUST0011862,600-650,>15L,Visakhapatnam,tier2,1791118.7,36,0,False,1.0,1.0,0.0,0.0,0.0,6,band_600_650(+3) | tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Medium
LN00019388,CUST0017362,550-600,3-6L,Visakhapatnam,tier2,60240.1,24,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00019389,CUST0026878,600-650,6-10L,Delhi,tier1,563608.53,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019390,CUST0025036,300-550,6-10L,Indore,tier2,226771.75,24,0,False,0.0,,,,,3,band_300_550(+2) | tier2_city(+1),Low
LN00019391,CUST0015014,600-650,<3L,Surat,tier2,70643.15,12,0,False,0.0,,,,,6,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1),Medium
LN00019392,CUST0013761,650-850,10-15L,Bhopal,tier2,595787.02,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019393,CUST0018902,550-600,<3L,Chennai,tier1,58370.23,18,15,False,0.0,,,,,5,band_550_600(+1) | income_lt3L(+2) | dpd_1_29(+2),Medium
LN00019394,CUST0005191,550-600,10-15L,Kolkata,tier1,593399.46,18,0,False,3.0,1.0,1.0,1.0,0.0,4,band_550_600(+1) | signals_3_firing(+3),Medium
LN00019395,CUST0015437,650-850,6-10L,Chennai,tier1,324383.65,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019396,CUST0014182,600-650,<3L,Indore,tier2,75116.73,36,1,False,0.0,,,,,9,band_600_650(+3) | income_lt3L(+2) | tier2_city(+1) | long_tenure(+1) | dpd_1_29(+2),High
LN00019397,CUST0001626,550-600,3-6L,Patna,tier2,219859.1,24,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00019398,CUST0012444,600-650,3-6L,Hyderabad,tier1,155079.01,18,30,False,3.0,1.0,1.0,1.0,0.0,7,band_600_650(+3) | income_3_6L(+1) | signals_3_firing(+3),High
LN00019399,CUST0002080,650-850,>15L,Jaipur,tier2,1374642.6,12,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019400,CUST0021618,600-650,10-15L,Delhi,tier1,1212249.36,12,90,True,0.0,,,,,5,band_600_650(+3) | recent_partial_pay(+2),Medium
LN00019401,CUST0020297,550-600,6-10L,Mumbai,tier1,252832.79,24,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00019402,CUST0018970,650-850,3-6L,Lucknow,tier2,86259.72,24,0,False,0.0,,,,,2,income_3_6L(+1) | tier2_city(+1),Low
LN00019403,CUST0024906,600-650,6-10L,Patna,tier2,557875.41,12,90,True,0.0,,,,,6,band_600_650(+3) | tier2_city(+1) | recent_partial_pay(+2),Medium
LN00019404,CUST0012969,650-850,<3L,Coimbatore,tier2,16852.5,36,15,False,1.0,1.0,0.0,0.0,0.0,7,income_lt3L(+2) | tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1) | dpd_1_29(+2),High
LN00019405,CUST0004919,550-600,10-15L,Ahmedabad,tier2,824009.14,18,7,False,0.0,,,,,4,band_550_600(+1) | tier2_city(+1) | dpd_1_29(+2),Medium
LN00019406,CUST0019206,600-650,3-6L,Patna,tier2,50342.69,12,0,False,2.0,1.0,1.0,0.0,0.0,6,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | signals_2_firing(+1),Medium
LN00019407,CUST0001512,550-600,6-10L,Kolkata,tier1,687987.85,12,0,False,0.0,,,,,1,band_550_600(+1),Low
LN00019408,CUST0021456,600-650,10-15L,Vadodara,tier2,660505.33,24,0,False,1.0,1.0,0.0,0.0,0.0,5,band_600_650(+3) | tier2_city(+1) | signals_1_firing(+1),Medium
LN00019409,CUST0019241,550-600,6-10L,Bhopal,tier2,505481.61,12,0,False,0.0,,,,,2,band_550_600(+1) | tier2_city(+1),Low
LN00019410,CUST0004592,600-650,6-10L,Chennai,tier1,536304.86,12,0,False,0.0,,,,,3,band_600_650(+3),Low
LN00019411,CUST0027046,600-650,10-15L,Lucknow,tier2,1189724.45,12,0,False,2.0,1.0,0.0,1.0,0.0,5,band_600_650(+3) | tier2_city(+1) | signals_2_firing(+1),Medium
LN00019412,CUST0010894,550-600,3-6L,Mumbai,tier1,115204.22,36,15,False,0.0,,,,,5,band_550_600(+1) | income_3_6L(+1) | long_tenure(+1) | dpd_1_29(+2),Medium
LN00019413,CUST0016557,600-650,6-10L,Delhi,tier1,344552.62,36,0,False,0.0,,,,,4,band_600_650(+3) | long_tenure(+1),Medium
LN00019414,CUST0006784,650-850,10-15L,Kochi,tier2,566025.92,18,0,False,0.0,0.0,0.0,0.0,0.0,1,tier2_city(+1),Low
LN00019415,CUST0012726,650-850,6-10L,Mumbai,tier1,549465.9,12,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019416,CUST0013814,650-850,3-6L,Bengaluru,tier1,115431.82,36,0,False,2.0,1.0,0.0,1.0,0.0,3,income_3_6L(+1) | long_tenure(+1) | signals_2_firing(+1),Low
LN00019417,CUST0026042,600-650,3-6L,Delhi,tier1,104991.06,18,60,False,0.0,,,,,4,band_600_650(+3) | income_3_6L(+1),Medium
LN00019418,CUST0013863,600-650,>15L,Nagpur,tier2,1526362.96,24,0,False,0.0,,,,,4,band_600_650(+3) | tier2_city(+1),Medium
LN00019419,CUST0007939,650-850,6-10L,Delhi,tier1,317791.47,24,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019420,CUST0013624,650-850,3-6L,Mumbai,tier1,143080.18,24,0,False,0.0,,,,,1,income_3_6L(+1),Low
LN00019421,CUST0027950,550-600,<3L,Kochi,tier2,28077.22,18,0,False,0.0,,,,,4,band_550_600(+1) | income_lt3L(+2) | tier2_city(+1),Medium
LN00019422,CUST0026195,300-550,3-6L,Vadodara,tier2,185193.52,12,0,False,1.0,1.0,0.0,0.0,0.0,5,band_300_550(+2) | income_3_6L(+1) | tier2_city(+1) | signals_1_firing(+1),Medium
LN00019423,CUST0029877,550-600,3-6L,Chennai,tier1,128375.72,24,0,False,0.0,,,,,2,band_550_600(+1) | income_3_6L(+1),Low
LN00019424,CUST0007477,650-850,6-10L,Delhi,tier1,359931.75,12,0,False,1.0,1.0,0.0,0.0,0.0,1,signals_1_firing(+1),Low
LN00019425,CUST0019532,550-600,3-6L,Surat,tier2,246734.35,18,0,False,0.0,,,,,3,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1),Low
LN00019426,CUST0022447,650-850,10-15L,Vadodara,tier2,1179437.59,18,0,False,0.0,,,,,1,tier2_city(+1),Low
LN00019427,CUST0014761,650-850,>15L,Visakhapatnam,tier2,1719967.79,36,0,False,1.0,1.0,0.0,0.0,0.0,3,tier2_city(+1) | long_tenure(+1) | signals_1_firing(+1),Low
LN00019428,CUST0012131,600-650,6-10L,Delhi,tier1,416505.34,36,60,True,0.0,,,,,6,band_600_650(+3) | long_tenure(+1) | recent_partial_pay(+2),Medium
LN00019429,CUST0005960,600-650,>15L,Lucknow,tier2,2375819.94,24,15,True,2.0,1.0,0.0,1.0,0.0,9,band_600_650(+3) | tier2_city(+1) | signals_2_firing(+1) | recent_partial_pay(+2) | dpd_1_29(+2),High
LN00019430,CUST0012490,650-850,6-10L,Kolkata,tier1,441947.04,36,0,False,0.0,,,,,1,long_tenure(+1),Low
LN00019431,CUST0020255,650-850,6-10L,Bengaluru,tier1,609902.48,24,0,False,0.0,,,,,0,no_risk_factors,Low
LN00019432,CUST0010914,600-650,3-6L,Patna,tier2,157608.54,24,90,True,0.0,,,,,7,band_600_650(+3) | income_3_6L(+1) | tier2_city(+1) | recent_partial_pay(+2),High
LN00019433,CUST0001032,300-550,<3L,Bhopal,tier2,76578.21,12,1,False,0.0,,,,,7,band_300_550(+2) | income_lt3L(+2) | tier2_city(+1) | dpd_1_29(+2),High
LN00019434,CUST0007574,550-600,3-6L,Visakhapatnam,tier2,180683.37,36,90,False,0.0,,,,,4,band_550_600(+1) | income_3_6L(+1) | tier2_city(+1) | long_tenure(+1),Medium
